timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-b2t64_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-b2t64_memory,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-7b4f9d8cb4-b2t64_network,productpage-v1-7fb564989f-lvdk6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 11:00:02,7.067295437126627,49.79047575243,1.0251521181196546,2.722381366666582,5.591575100000531,0.3296498000054271,-1.0,24.9856,57.212928,12.541952,94.273536,128.02048,637.72672,-1.0,36.401111111111106,-1.0,5534.2530940386605,93.42575835851514,55.24339521296789,563.2711111111112,169.0
2024-03-07 11:00:07,7.067295437126627,49.79047575243,1.0251521181196546,2.722381366666582,5.591575100000531,0.3296498000054271,-1.0,24.9856,57.212928,12.541952,94.273536,128.02048,637.72672,-1.0,36.401111111111106,-1.0,5534.2530940386605,93.42575835851514,55.24339521296789,563.2711111111112,169.0
2024-03-07 11:00:12,7.067295437126627,49.79047575243,1.0251521181196546,2.722381366666582,5.591575100000531,0.3296498000054271,-1.0,24.9856,57.212928,12.541952,94.273536,128.02048,637.72672,-1.0,36.401111111111106,-1.0,5534.2530940386605,93.42575835851514,55.24339521296789,563.2711111111112,169.0
2024-03-07 11:00:17,4.921743674373427,45.18420242023114,0.7482382238248747,2.722381366666582,5.591575100000531,0.3296498000054271,-1.0,24.9856,57.278464,12.189696,94.273536,128.02048,637.72672,-1.0,36.401111111111106,-1.0,4947.767281756458,165.58422630052902,56.26125168772504,563.2711111111112,169.0
2024-03-07 11:00:22,4.921743674373427,45.18420242023114,0.7482382238248747,2.722381366666582,5.591575100000531,0.3296498000054271,-1.0,24.9856,57.278464,12.189696,94.273536,128.02048,637.72672,-1.0,36.401111111111106,-1.0,4947.767281756458,165.58422630052902,56.26125168772504,563.2711111111112,169.0
2024-03-07 11:00:27,4.921743674373426,45.18420242023113,0.7482382238248746,2.453134066666015,5.169205366666081,0.2789599666660555,-1.0,24.9856,57.278464,12.189696,89.534464,119.840768,634.728448,-1.0,30.25,-1.0,4947.767281756454,165.58422630052894,56.26125168772503,313.28999999999996,88.36000000000001
2024-03-07 11:00:32,4.921743674373426,45.18420242023113,0.7482382238248746,2.453134066666015,5.169205366666081,0.2789599666660555,-1.0,24.9856,57.278464,12.189696,89.534464,119.840768,634.728448,-1.0,30.25,-1.0,4947.767281756454,165.58422630052894,56.26125168772503,313.28999999999996,88.36000000000001
2024-03-07 11:00:37,4.921743674373426,45.18420242023113,0.7482382238248746,2.453134066666015,5.169205366666081,0.2789599666660555,-1.0,24.9856,57.278464,12.189696,89.534464,119.840768,634.728448,-1.0,30.25,-1.0,4947.767281756454,165.58422630052894,56.26125168772503,313.28999999999996,88.36000000000001
2024-03-07 11:00:42,4.921743674373426,45.18420242023113,0.7482382238248746,2.453134066666015,5.169205366666081,0.2789599666660555,-1.0,24.9856,57.278464,12.189696,89.534464,119.840768,634.728448,-1.0,30.25,-1.0,4947.767281756454,165.58422630052894,56.26125168772503,313.28999999999996,88.36000000000001
2024-03-07 11:00:47,4.808530566666985,49.903371533340156,0.8919202666637226,2.453134066666015,5.169205366666081,0.2789599666660555,-1.0,24.969216,57.081856,13.099008,89.534464,119.840768,634.728448,-1.0,30.25,-1.0,4719.690000000002,175.12111111111122,46.694444444444464,313.28999999999996,88.36000000000001
2024-03-07 11:00:52,4.808530566666985,49.903371533340156,0.8919202666637226,2.453134066666015,5.169205366666081,0.2789599666660555,-1.0,24.969216,57.081856,13.099008,89.534464,119.840768,634.728448,-1.0,30.25,-1.0,4719.690000000002,175.12111111111122,46.694444444444464,313.28999999999996,88.36000000000001
2024-03-07 11:00:57,4.808530566666984,49.90337153334015,0.8919202666637223,2.038549600000768,5.33259360000026,0.3757576000073944,-1.0,24.969216,57.081856,13.099008,89.235456,119.980032,634.097664,-1.0,38.85444444444445,-1.0,4719.6900000000005,175.12111111111108,46.69444444444444,333.6711111111111,180.45444444444445
2024-03-07 11:01:02,4.808530566666984,49.90337153334015,0.8919202666637223,2.038549600000768,5.33259360000026,0.3757576000073944,-1.0,24.969216,57.081856,13.099008,89.235456,119.980032,634.097664,-1.0,38.85444444444445,-1.0,4719.6900000000005,175.12111111111108,46.69444444444444,333.6711111111111,180.45444444444445
2024-03-07 11:01:07,4.808530566666984,49.90337153334015,0.8919202666637223,2.038549600000768,5.33259360000026,0.3757576000073944,-1.0,24.969216,57.081856,13.099008,89.235456,119.980032,634.097664,-1.0,38.85444444444445,-1.0,4719.6900000000005,175.12111111111108,46.69444444444444,333.6711111111111,180.45444444444445
2024-03-07 11:01:12,4.808530566666984,49.90337153334015,0.8919202666637223,2.038549600000768,5.33259360000026,0.3757576000073944,-1.0,24.969216,57.081856,13.099008,89.235456,119.980032,634.097664,-1.0,38.85444444444445,-1.0,4719.6900000000005,175.12111111111108,46.69444444444444,333.6711111111111,180.45444444444445
2024-03-07 11:01:17,2.7650065333242924,31.506759333327263,0.8270254000005178,2.038549600000768,5.33259360000026,0.3757576000073944,-1.0,24.969216,57.26208,12.689408,89.235456,119.980032,634.097664,-1.0,38.85444444444445,-1.0,8274.934444444447,113.0677777777778,38.02777777777779,333.6711111111111,180.45444444444445
2024-03-07 11:01:22,2.7650065333242924,31.506759333327263,0.8270254000005178,2.038549600000768,5.33259360000026,0.3757576000073944,-1.0,24.969216,57.26208,12.689408,89.235456,119.980032,634.097664,-1.0,38.85444444444445,-1.0,8274.934444444447,113.0677777777778,38.02777777777779,333.6711111111111,180.45444444444445
2024-03-07 11:01:27,2.765006533324292,31.506759333327256,0.8270254000005176,2.558389966666634,7.612604233333779,0.30530006664169684,-1.0,24.969216,57.26208,12.689408,90.78784,124.813312,634.10176,-1.0,57.25444444444444,-1.0,8274.934444444445,113.06777777777776,38.02777777777778,328.81777777777774,40.11111111111111
2024-03-07 11:01:32,2.765006533324292,31.506759333327256,0.8270254000005176,2.558389966666634,7.612604233333779,0.30530006664169684,-1.0,24.969216,57.26208,12.689408,90.78784,124.813312,634.10176,-1.0,57.25444444444444,-1.0,8274.934444444445,113.06777777777776,38.02777777777778,328.81777777777774,40.11111111111111
2024-03-07 11:01:37,2.765006533324292,31.506759333327256,0.8270254000005176,2.558389966666634,7.612604233333779,0.30530006664169684,-1.0,24.969216,57.26208,12.689408,90.78784,124.813312,634.10176,-1.0,57.25444444444444,-1.0,8274.934444444445,113.06777777777776,38.02777777777778,328.81777777777774,40.11111111111111
2024-03-07 11:01:42,2.765006533324292,31.506759333327256,0.8270254000005176,2.558389966666634,7.612604233333779,0.30530006664169684,-1.0,24.969216,57.26208,12.689408,90.78784,124.813312,634.10176,-1.0,57.25444444444444,-1.0,8274.934444444445,113.06777777777776,38.02777777777778,328.81777777777774,40.11111111111111
2024-03-07 11:01:47,5.473703233337802,36.42847953333331,1.0669037666692325,2.558389966666634,7.612604233333779,0.30530006664169684,-1.0,24.9856,56.958976,12.627968,90.78784,124.813312,634.10176,-1.0,57.25444444444444,-1.0,3203.5600000000018,49.9377777777778,58.26777777777781,328.81777777777774,40.11111111111111
2024-03-07 11:01:52,5.473703233337802,36.42847953333331,1.0669037666692325,2.558389966666634,7.612604233333779,0.30530006664169684,-1.0,24.9856,56.958976,12.627968,90.78784,124.813312,634.10176,-1.0,57.25444444444444,-1.0,3203.5600000000018,49.9377777777778,58.26777777777781,328.81777777777774,40.11111111111111
2024-03-07 11:01:57,5.473703233337801,36.4284795333333,1.0669037666692323,2.2750949333328663,6.053357033332911,0.41766930001661723,-1.0,24.9856,56.958976,12.627968,91.46368,124.678144,633.737216,-1.0,10.671111111111111,-1.0,3203.56,49.937777777777775,58.26777777777778,234.09000000000003,263.52111111111117
2024-03-07 11:02:02,5.473703233337801,36.4284795333333,1.0669037666692323,2.2750949333328663,6.053357033332911,0.41766930001661723,-1.0,24.9856,56.958976,12.627968,91.46368,124.678144,633.737216,-1.0,10.671111111111111,-1.0,3203.56,49.937777777777775,58.26777777777778,234.09000000000003,263.52111111111117
2024-03-07 11:02:07,5.473703233337801,36.4284795333333,1.0669037666692323,2.2750949333328663,6.053357033332911,0.41766930001661723,-1.0,24.9856,56.958976,12.627968,91.46368,124.678144,633.737216,-1.0,10.671111111111111,-1.0,3203.56,49.937777777777775,58.26777777777778,234.09000000000003,263.52111111111117
2024-03-07 11:02:12,5.473703233337801,36.4284795333333,1.0669037666692323,2.2750949333328663,6.053357033332911,0.41766930001661723,-1.0,24.9856,56.958976,12.627968,91.46368,124.678144,633.737216,-1.0,10.671111111111111,-1.0,3203.56,49.937777777777775,58.26777777777778,234.09000000000003,263.52111111111117
2024-03-07 11:02:17,5.019847866666776,46.71314229999553,0.9779315333313815,2.2750949333328663,6.053357033332911,0.41766930001661723,-1.0,24.9856,57.05728,12.505088,91.46368,124.678144,633.737216,-1.0,10.671111111111111,-1.0,10629.610000000008,152.11111111111117,54.26777777777781,234.09000000000003,263.52111111111117
2024-03-07 11:02:22,5.019847866666776,46.71314229999553,0.9779315333313815,2.2750949333328663,6.053357033332911,0.41766930001661723,-1.0,24.9856,57.05728,12.505088,91.46368,124.678144,633.737216,-1.0,10.671111111111111,-1.0,10629.610000000008,152.11111111111117,54.26777777777781,234.09000000000003,263.52111111111117
2024-03-07 11:02:27,5.019847866666775,46.713142299995525,0.9779315333313813,2.3866550333337955,6.35548106666685,0.3180179666742333,-1.0,24.9856,57.05728,12.505088,91.168768,123.285504,633.335808,-1.0,65.07111111111111,-1.0,10629.609999999999,152.11111111111111,54.26777777777777,398.6677777777777,203.5377777777778
2024-03-07 11:02:32,5.019847866666775,46.713142299995525,0.9779315333313813,2.3866550333337955,6.35548106666685,0.3180179666742333,-1.0,24.9856,57.05728,12.505088,91.168768,123.285504,633.335808,-1.0,65.07111111111111,-1.0,10629.609999999999,152.11111111111111,54.26777777777777,398.6677777777777,203.5377777777778
2024-03-07 11:02:37,5.019847866666775,46.713142299995525,0.9779315333313813,2.3866550333337955,6.35548106666685,0.3180179666742333,-1.0,24.9856,57.05728,12.505088,91.168768,123.285504,633.335808,-1.0,65.07111111111111,-1.0,10629.609999999999,152.11111111111111,54.26777777777777,398.6677777777777,203.5377777777778
2024-03-07 11:02:42,5.019847866666775,46.713142299995525,0.9779315333313813,2.3866550333337955,6.35548106666685,0.3180179666742333,-1.0,24.9856,57.05728,12.505088,91.168768,123.285504,633.335808,-1.0,65.07111111111111,-1.0,10629.609999999999,152.11111111111111,54.26777777777777,398.6677777777777,203.5377777777778
2024-03-07 11:02:47,4.247191166662864,25.29109676667456,1.0224668666675525,2.3866550333337955,6.35548106666685,0.3180179666742333,-1.0,24.9856,56.967168,12.398592,91.168768,123.285504,633.335808,-1.0,65.07111111111111,-1.0,5620.0011111111135,93.44444444444447,76.27111111111115,398.6677777777777,203.5377777777778
2024-03-07 11:02:52,4.247191166662864,25.29109676667456,1.0224668666675525,2.3866550333337955,6.35548106666685,0.3180179666742333,-1.0,24.9856,56.967168,12.398592,91.168768,123.285504,633.335808,-1.0,65.07111111111111,-1.0,5620.0011111111135,93.44444444444447,76.27111111111115,398.6677777777777,203.5377777777778
2024-03-07 11:02:57,4.247191166662863,25.291096766674553,1.0224668666675523,2.404860333333166,3.5758404333336102,0.32443283331910305,-1.0,24.9856,56.967168,12.398592,94.334976,123.871232,633.335808,-1.0,33.64,-1.0,5620.001111111112,93.44444444444443,76.2711111111111,904.0044444444444,40.11111111111111
2024-03-07 11:03:02,4.247191166662863,25.291096766674553,1.0224668666675523,2.404860333333166,3.5758404333336102,0.32443283331910305,-1.0,24.9856,56.967168,12.398592,94.334976,123.871232,633.335808,-1.0,33.64,-1.0,5620.001111111112,93.44444444444443,76.2711111111111,904.0044444444444,40.11111111111111
2024-03-07 11:03:07,4.247191166662863,25.291096766674553,1.0224668666675523,2.404860333333166,3.5758404333336102,0.32443283331910305,-1.0,24.9856,56.967168,12.398592,94.334976,123.871232,633.335808,-1.0,33.64,-1.0,5620.001111111112,93.44444444444443,76.2711111111111,904.0044444444444,40.11111111111111
2024-03-07 11:03:12,4.247191166662863,25.291096766674553,1.0224668666675523,2.404860333333166,3.5758404333336102,0.32443283331910305,-1.0,24.9856,56.967168,12.398592,94.334976,123.871232,633.335808,-1.0,33.64,-1.0,5620.001111111112,93.44444444444443,76.2711111111111,904.0044444444444,40.11111111111111
2024-03-07 11:03:17,5.97780346667302,63.64257693333761,0.8462209333326126,2.404860333333166,3.5758404333336102,0.32443283331910305,-1.0,24.9856,57.18016,12.152832,94.334976,123.871232,633.335808,-1.0,33.64,-1.0,3484.934444444446,113.7777777777778,44.44444444444447,904.0044444444444,40.11111111111111
2024-03-07 11:03:22,5.97780346667302,63.64257693333761,0.8462209333326126,2.404860333333166,3.5758404333336102,0.32443283331910305,-1.0,24.9856,57.18016,12.152832,94.334976,123.871232,633.335808,-1.0,33.64,-1.0,3484.934444444446,113.7777777777778,44.44444444444447,904.0044444444444,40.11111111111111
2024-03-07 11:03:27,5.977803466673019,63.642576933337594,0.8462209333326124,1.1208507333331377,6.493366466666354,0.22186926668534093,-1.0,24.9856,57.18016,12.152832,94.334976,124.010496,633.335808,-1.0,34.41777777777777,-1.0,3484.934444444444,113.77777777777777,44.44444444444445,298.1377777777777,147.21777777777777
2024-03-07 11:03:32,5.977803466673019,63.642576933337594,0.8462209333326124,1.1208507333331377,6.493366466666354,0.22186926668534093,-1.0,24.9856,57.18016,12.152832,94.334976,124.010496,633.335808,-1.0,34.41777777777777,-1.0,3484.934444444444,113.77777777777777,44.44444444444445,298.1377777777777,147.21777777777777
2024-03-07 11:03:37,5.977803466673019,63.642576933337594,0.8462209333326124,1.1208507333331377,6.493366466666354,0.22186926668534093,-1.0,24.9856,57.18016,12.152832,94.334976,124.010496,633.335808,-1.0,34.41777777777777,-1.0,3484.934444444444,113.77777777777777,44.44444444444445,298.1377777777777,147.21777777777777
2024-03-07 11:03:42,5.977803466673019,63.642576933337594,0.8462209333326124,1.1208507333331377,6.493366466666354,0.22186926668534093,-1.0,24.9856,57.18016,12.152832,94.334976,124.010496,633.335808,-1.0,34.41777777777777,-1.0,3484.934444444444,113.77777777777777,44.44444444444445,298.1377777777777,147.21777777777777
2024-03-07 11:03:47,5.1830974935024035,43.05311999199189,0.9856128258123459,1.1208507333331377,6.493366466666354,0.22186926668534093,-1.0,24.9856,57.163776,13.176832,94.334976,124.010496,633.335808,-1.0,34.41777777777777,-1.0,6838.378185849095,169.84513100544314,34.41318919960366,298.1377777777777,147.21777777777777
2024-03-07 11:03:52,5.1830974935024035,43.05311999199189,0.9856128258123459,1.1208507333331377,6.493366466666354,0.22186926668534093,-1.0,24.9856,57.163776,13.176832,94.334976,124.010496,633.335808,-1.0,34.41777777777777,-1.0,6838.378185849095,169.84513100544314,34.41318919960366,298.1377777777777,147.21777777777777
2024-03-07 11:03:57,5.1830974935024035,43.05311999199189,0.9856128258123459,2.424832566667116,5.6272361999996665,0.3281258333117876,-1.0,24.9856,57.163776,13.176832,94.334976,124.182528,633.335808,-1.0,40.53444444444444,-1.0,6838.378185849095,169.84513100544314,34.41318919960366,349.69,271.15111111111105
2024-03-07 11:04:02,5.1830974935024035,43.05311999199189,0.9856128258123459,2.424832566667116,5.6272361999996665,0.3281258333117876,-1.0,24.9856,57.163776,13.176832,94.334976,124.182528,633.335808,-1.0,40.53444444444444,-1.0,6838.378185849095,169.84513100544314,34.41318919960366,349.69,271.15111111111105
2024-03-07 11:04:07,5.1830974935024035,43.05311999199189,0.9856128258123459,2.424832566667116,5.6272361999996665,0.3281258333117876,-1.0,24.9856,57.163776,13.176832,94.334976,124.182528,633.335808,-1.0,40.53444444444444,-1.0,6838.378185849095,169.84513100544314,34.41318919960366,349.69,271.15111111111105
2024-03-07 11:04:12,5.1830974935024035,43.05311999199189,0.9856128258123459,2.424832566667116,5.6272361999996665,0.3281258333117876,-1.0,24.9856,57.163776,13.176832,94.334976,124.182528,633.335808,-1.0,40.53444444444444,-1.0,6838.378185849095,169.84513100544314,34.41318919960366,349.69,271.15111111111105
2024-03-07 11:04:17,4.988122374822336,36.08707750517044,0.795733448894963,2.424832566667116,5.6272361999996665,0.3281258333117876,-1.0,24.9856,57.040896,12.890112,94.334976,124.182528,633.335808,-1.0,40.53444444444444,-1.0,2916.3888388834566,100.68120149050452,53.297106043929844,349.69,271.15111111111105
2024-03-07 11:04:22,4.988122374822336,36.08707750517044,0.795733448894963,2.424832566667116,5.6272361999996665,0.3281258333117876,-1.0,24.9856,57.040896,12.890112,94.334976,124.182528,633.335808,-1.0,40.53444444444444,-1.0,2916.3888388834566,100.68120149050452,53.297106043929844,349.69,271.15111111111105
2024-03-07 11:04:27,4.988122374822336,36.08707750517044,0.795733448894963,2.254710099999594,5.277725333333668,45.30979403334641,-1.0,24.9856,57.040896,12.890112,94.334976,124.321792,635.322368,-1.0,27.387777777777778,-1.0,2916.3888388834566,100.68120149050452,53.297106043929844,489.8844444444444,47.151111111111106
2024-03-07 11:04:32,4.988122374822336,36.08707750517044,0.795733448894963,2.254710099999594,5.277725333333668,45.30979403334641,-1.0,24.9856,57.040896,12.890112,94.334976,124.321792,635.322368,-1.0,27.387777777777778,-1.0,2916.3888388834566,100.68120149050452,53.297106043929844,489.8844444444444,47.151111111111106
2024-03-07 11:04:37,4.988122374822336,36.08707750517044,0.795733448894963,2.254710099999594,5.277725333333668,45.30979403334641,-1.0,24.9856,57.040896,12.890112,94.334976,124.321792,635.322368,-1.0,27.387777777777778,-1.0,2916.3888388834566,100.68120149050452,53.297106043929844,489.8844444444444,47.151111111111106
2024-03-07 11:04:42,4.988122374822336,36.08707750517044,0.795733448894963,2.254710099999594,5.277725333333668,45.30979403334641,-1.0,24.9856,57.040896,12.890112,94.334976,124.321792,635.322368,-1.0,27.387777777777778,-1.0,2916.3888388834566,100.68120149050452,53.297106043929844,489.8844444444444,47.151111111111106
2024-03-07 11:04:47,4.6400356607194135,44.589805799030074,1.0930421929703666,2.254710099999594,5.277725333333668,45.30979403334641,-1.0,24.9856,57.040896,12.865536,94.334976,124.321792,635.322368,-1.0,27.387777777777778,-1.0,14515.411126418663,189.4579531973244,69.42130208204757,489.8844444444444,47.151111111111106
2024-03-07 11:04:52,4.6400356607194135,44.589805799030074,1.0930421929703666,2.254710099999594,5.277725333333668,45.30979403334641,-1.0,24.9856,57.040896,12.865536,94.334976,124.321792,635.322368,-1.0,27.387777777777778,-1.0,14515.411126418663,189.4579531973244,69.42130208204757,489.8844444444444,47.151111111111106
2024-03-07 11:04:57,4.6400356607194135,44.589805799030074,1.0930421929703666,2.762135353131543,7.125300469953365,0.2551701496595392,-1.0,24.9856,57.040896,12.865536,94.334976,124.432384,635.322368,-1.0,36.39383198077663,-1.0,14515.411126418663,189.4579531973244,69.42130208204757,157.0530322674606,182.21355546677106
2024-03-07 11:05:02,4.6400356607194135,44.589805799030074,1.0930421929703666,2.762135353131543,7.125300469953365,0.2551701496595392,-1.0,24.9856,57.040896,12.865536,94.334976,124.432384,635.322368,-1.0,36.39383198077663,-1.0,14515.411126418663,189.4579531973244,69.42130208204757,157.0530322674606,182.21355546677106
2024-03-07 11:05:07,4.6400356607194135,44.589805799030074,1.0930421929703666,2.762135353131543,7.125300469953365,0.2551701496595392,-1.0,24.9856,57.040896,12.865536,94.334976,124.432384,635.322368,-1.0,36.39383198077663,-1.0,14515.411126418663,189.4579531973244,69.42130208204757,157.0530322674606,182.21355546677106
2024-03-07 11:05:12,4.6400356607194135,44.589805799030074,1.0930421929703666,2.762135353131543,7.125300469953365,0.2551701496595392,-1.0,24.9856,57.040896,12.865536,94.334976,124.432384,635.322368,-1.0,36.39383198077663,-1.0,14515.411126418663,189.4579531973244,69.42130208204757,157.0530322674606,182.21355546677106
2024-03-07 11:05:17,2.6262640106653845,47.936659443235634,0.7309563593922499,2.762135353131543,7.125300469953365,0.2551701496595392,-1.0,25.001984,57.188352,12.398592,94.334976,124.432384,635.322368,-1.0,36.39383198077663,-1.0,4557.769129771895,162.19183721818843,47.16683207828078,157.0530322674606,182.21355546677106
2024-03-07 11:05:22,2.6262640106653845,47.936659443235634,0.7309563593922499,2.762135353131543,7.125300469953365,0.2551701496595392,-1.0,25.001984,57.188352,12.398592,94.334976,124.432384,635.322368,-1.0,36.39383198077663,-1.0,4557.769129771895,162.19183721818843,47.16683207828078,157.0530322674606,182.21355546677106
2024-03-07 11:05:27,2.6262640106653836,47.93665944323562,0.7309563593922498,2.138918658532748,5.379413574690275,0.3049283928382372,-1.0,25.001984,57.188352,12.398592,94.334976,124.567552,635.322368,-1.0,43.568713306974246,-1.0,4557.769129771893,162.1918372181884,47.16683207828075,549.2309518091633,228.05560884121212
2024-03-07 11:05:32,2.6262640106653836,47.93665944323562,0.7309563593922498,2.138918658532748,5.379413574690275,0.3049283928382372,-1.0,25.001984,57.188352,12.398592,94.334976,124.567552,635.322368,-1.0,43.568713306974246,-1.0,4557.769129771893,162.1918372181884,47.16683207828075,549.2309518091633,228.05560884121212
2024-03-07 11:05:37,2.6262640106653836,47.93665944323562,0.7309563593922498,2.138918658532748,5.379413574690275,0.3049283928382372,-1.0,25.001984,57.188352,12.398592,94.334976,124.567552,635.322368,-1.0,43.568713306974246,-1.0,4557.769129771893,162.1918372181884,47.16683207828075,549.2309518091633,228.05560884121212
2024-03-07 11:05:42,2.6262640106653836,47.93665944323562,0.7309563593922498,2.138918658532748,5.379413574690275,0.3049283928382372,-1.0,25.001984,57.188352,12.398592,94.334976,124.567552,635.322368,-1.0,43.568713306974246,-1.0,4557.769129771893,162.1918372181884,47.16683207828075,549.2309518091633,228.05560884121212
2024-03-07 11:05:47,7.047992436619854,38.38366424549017,1.1449883383869923,2.138918658532748,5.379413574690275,0.3049283928382372,-1.0,25.034752,57.393152,12.517376,94.334976,124.567552,635.322368,-1.0,43.568713306974246,-1.0,5842.086872141165,100.58058904713744,50.84037324094331,549.2309518091633,228.05560884121212
2024-03-07 11:05:52,7.047992436619854,38.38366424549017,1.1449883383869923,2.138918658532748,5.379413574690275,0.3049283928382372,-1.0,25.034752,57.393152,12.517376,94.334976,124.567552,635.322368,-1.0,43.568713306974246,-1.0,5842.086872141165,100.58058904713744,50.84037324094331,549.2309518091633,228.05560884121212
