timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-bs9s5_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-bs9s5_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,reviews-v1-7b76c4f45d-phxww_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-bs9s5_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-prbfv_network
2024-03-11 01:38:54,7.729461166672991,57.651999500000294,-1.0,1.9159989333312901,1.5110809666666114,5.35273446666622,4.865611333333201,25.161728,53.481472,-1.0,14.987264,82.382848,180.862976,179.044352,63.467777777777776,4928.04,49.467777777777776,138.45444444444448,-1.0,147.21777777777777,137.6711111111111
2024-03-11 01:38:59,7.729461166672991,68.00022143333327,-1.0,1.9159989333312901,1.7714559666667167,4.274362800000138,4.798210966667208,25.161728,53.71904,-1.0,14.987264,82.382848,180.994048,179.122176,148.83999999999997,4268.444444444443,22.090000000000003,138.45444444444448,-1.0,147.21777777777777,92.8011111111111
2024-03-11 01:39:04,7.729461166672991,68.00022143333327,-1.0,1.9159989333312901,1.7714559666667167,4.274362800000138,4.798210966667208,25.161728,53.71904,-1.0,14.987264,82.382848,180.994048,179.122176,148.83999999999997,4268.444444444443,22.090000000000003,138.45444444444448,-1.0,147.21777777777777,92.8011111111111
2024-03-11 01:39:09,5.953596633329046,68.00022143333327,-1.0,2.2061664666694014,1.7714559666667167,4.274362800000138,4.798210966667208,25.161728,53.71904,-1.0,14.630912,82.382848,180.994048,179.122176,148.83999999999997,4268.444444444443,22.090000000000003,129.20111111111112,-1.0,54.760000000000005,92.8011111111111
2024-03-11 01:39:14,5.953596633329046,68.00022143333327,-1.0,2.2061664666694014,1.7714559666667167,4.274362800000138,4.798210966667208,25.161728,53.71904,-1.0,14.630912,82.382848,180.994048,179.122176,148.83999999999997,4268.444444444443,22.090000000000003,129.20111111111112,-1.0,54.760000000000005,92.8011111111111
2024-03-11 01:39:19,5.953596633329046,68.00022143333327,-1.0,2.2061664666694014,1.7714559666667167,4.274362800000138,4.798210966667208,25.161728,53.71904,-1.0,14.630912,82.382848,180.994048,179.122176,148.83999999999997,4268.444444444443,22.090000000000003,129.20111111111112,-1.0,54.760000000000005,92.8011111111111
2024-03-11 01:39:24,5.953596633329046,68.00022143333327,-1.0,2.2061664666694014,1.7714559666667167,4.274362800000138,4.798210966667208,25.161728,53.71904,-1.0,14.630912,82.382848,180.994048,179.122176,148.83999999999997,4268.444444444443,22.090000000000003,129.20111111111112,-1.0,54.760000000000005,92.8011111111111
2024-03-11 01:39:29,5.953596633329046,77.93967839999993,-1.0,2.2061664666694014,2.2036645666664376,4.933365599999699,6.103020699999699,25.161728,53.731328,-1.0,14.630912,82.386944,181.035008,179.232768,161.29,3540.25,56.25,129.20111111111112,-1.0,54.760000000000005,43.559999999999995
2024-03-11 01:39:34,5.953596633329046,77.93967839999993,-1.0,2.2061664666694014,2.2036645666664376,4.933365599999699,6.103020699999699,25.161728,53.731328,-1.0,14.630912,82.386944,181.035008,179.232768,161.29,3540.25,56.25,129.20111111111112,-1.0,54.760000000000005,43.559999999999995
2024-03-11 01:39:39,6.989745233340727,77.93967839999993,-1.0,1.5122642333305216,2.2036645666664376,4.933365599999699,6.103020699999699,25.161728,53.731328,-1.0,14.761984,82.386944,181.035008,179.232768,161.29,3540.25,56.25,65.61,-1.0,49.937777777777775,43.559999999999995
2024-03-11 01:39:44,6.989745233340727,77.93967839999993,-1.0,1.5122642333305216,2.2036645666664376,4.933365599999699,6.103020699999699,25.161728,53.731328,-1.0,14.761984,82.386944,181.035008,179.232768,161.29,3540.25,56.25,65.61,-1.0,49.937777777777775,43.559999999999995
2024-03-11 01:39:49,6.989745233340727,77.93967839999993,-1.0,1.5122642333305216,2.2036645666664376,4.933365599999699,6.103020699999699,25.161728,53.731328,-1.0,14.761984,82.386944,181.035008,179.232768,161.29,3540.25,56.25,65.61,-1.0,49.937777777777775,43.559999999999995
2024-03-11 01:39:54,6.989745233340727,77.93967839999993,-1.0,1.5122642333305216,2.2036645666664376,4.933365599999699,6.103020699999699,25.161728,53.731328,-1.0,14.761984,82.386944,181.035008,179.232768,161.29,3540.25,56.25,65.61,-1.0,49.937777777777775,43.559999999999995
2024-03-11 01:39:59,6.989745233340727,35.498128000000406,-1.0,1.5122642333305216,1.4274892666667445,5.405233600000278,3.070544533333456,25.161728,53.387264,-1.0,14.761984,82.386944,181.1456,179.318784,37.61777777777778,1342.0011111111112,22.090000000000003,65.61,-1.0,49.937777777777775,194.13777777777779
2024-03-11 01:40:04,6.989745233340727,35.498128000000406,-1.0,1.5122642333305216,1.4274892666667445,5.405233600000278,3.070544533333456,25.161728,53.387264,-1.0,14.761984,82.386944,181.1456,179.318784,37.61777777777778,1342.0011111111112,22.090000000000003,65.61,-1.0,49.937777777777775,194.13777777777779
2024-03-11 01:40:09,9.775149966662866,35.498128000000406,-1.0,2.116301566669184,1.4274892666667445,5.405233600000278,3.070544533333456,25.161728,53.387264,-1.0,14.430208,82.386944,181.1456,179.318784,37.61777777777778,1342.0011111111112,22.090000000000003,167.2711111111111,-1.0,99.33444444444444,194.13777777777779
2024-03-11 01:40:14,9.775149966662866,35.498128000000406,-1.0,2.116301566669184,1.4274892666667445,5.405233600000278,3.070544533333456,25.161728,53.387264,-1.0,14.430208,82.386944,181.1456,179.318784,37.61777777777778,1342.0011111111112,22.090000000000003,167.2711111111111,-1.0,99.33444444444444,194.13777777777779
2024-03-11 01:40:19,9.775149966662866,35.498128000000406,-1.0,2.116301566669184,1.4274892666667445,5.405233600000278,3.070544533333456,25.161728,53.387264,-1.0,14.430208,82.386944,181.1456,179.318784,37.61777777777778,1342.0011111111112,22.090000000000003,167.2711111111111,-1.0,99.33444444444444,194.13777777777779
2024-03-11 01:40:24,9.775149966662866,35.498128000000406,-1.0,2.116301566669184,1.4274892666667445,5.405233600000278,3.070544533333456,25.161728,53.387264,-1.0,14.430208,82.386944,181.1456,179.318784,37.61777777777778,1342.0011111111112,22.090000000000003,167.2711111111111,-1.0,99.33444444444444,194.13777777777779
2024-03-11 01:40:29,9.775149966662866,101.58602533333294,-1.0,2.116301566669184,1.9842346333334149,5.150472200000422,4.812237466667094,25.161728,53.49376,-1.0,14.430208,82.386944,181.297152,179.421184,268.96,5650.027777777778,22.72111111111111,167.2711111111111,-1.0,99.33444444444444,141.61
2024-03-11 01:40:34,9.775149966662866,101.58602533333294,-1.0,2.116301566669184,1.9842346333334149,5.150472200000422,4.812237466667094,25.161728,53.49376,-1.0,14.430208,82.386944,181.297152,179.421184,268.96,5650.027777777778,22.72111111111111,167.2711111111111,-1.0,99.33444444444444,141.61
2024-03-11 01:40:39,7.7124643666744905,101.58602533333294,-1.0,1.958688266665831,1.9842346333334149,5.150472200000422,4.812237466667094,25.178112,53.49376,-1.0,14.942208,82.386944,181.297152,179.421184,268.96,5650.027777777778,22.72111111111111,366.08444444444444,-1.0,107.46777777777778,141.61
2024-03-11 01:40:44,7.7124643666744905,101.58602533333294,-1.0,1.958688266665831,1.9842346333334149,5.150472200000422,4.812237466667094,25.178112,53.49376,-1.0,14.942208,82.386944,181.297152,179.421184,268.96,5650.027777777778,22.72111111111111,366.08444444444444,-1.0,107.46777777777778,141.61
2024-03-11 01:40:49,7.7124643666744905,101.58602533333294,-1.0,1.958688266665831,1.9842346333334149,5.150472200000422,4.812237466667094,25.178112,53.49376,-1.0,14.942208,82.386944,181.297152,179.421184,268.96,5650.027777777778,22.72111111111111,366.08444444444444,-1.0,107.46777777777778,141.61
2024-03-11 01:40:54,7.7124643666744905,101.58602533333294,-1.0,1.958688266665831,1.9842346333334149,5.150472200000422,4.812237466667094,25.178112,53.49376,-1.0,14.942208,82.386944,181.297152,179.421184,268.96,5650.027777777778,22.72111111111111,366.08444444444444,-1.0,107.46777777777778,141.61
2024-03-11 01:40:59,7.7124643666744905,23.75657180000038,-1.0,1.958688266665831,1.686794233333444,5.431879166666439,5.723595199999447,25.178112,53.28896,-1.0,14.942208,82.386944,181.469184,179.593216,113.06777777777776,4834.884444444444,81.60111111111111,366.08444444444444,-1.0,107.46777777777778,102.00999999999999
2024-03-11 01:41:04,7.7124643666744905,23.75657180000038,-1.0,1.958688266665831,1.686794233333444,5.431879166666439,5.723595199999447,25.178112,53.28896,-1.0,14.942208,82.386944,181.469184,179.593216,113.06777777777776,4834.884444444444,81.60111111111111,366.08444444444444,-1.0,107.46777777777778,102.00999999999999
2024-03-11 01:41:09,5.988006633333498,23.75657180000038,-1.0,1.3876073000005817,1.686794233333444,5.431879166666439,5.723595199999447,25.178112,53.28896,-1.0,14.983168,82.386944,181.469184,179.593216,113.06777777777776,4834.884444444444,81.60111111111111,149.65444444444444,-1.0,35.20444444444445,102.00999999999999
2024-03-11 01:41:14,5.988006633333498,23.75657180000038,-1.0,1.3876073000005817,1.686794233333444,5.431879166666439,5.723595199999447,25.178112,53.28896,-1.0,14.983168,82.386944,181.469184,179.593216,113.06777777777776,4834.884444444444,81.60111111111111,149.65444444444444,-1.0,35.20444444444445,102.00999999999999
2024-03-11 01:41:19,5.988006633333498,23.75657180000038,-1.0,1.3876073000005817,1.686794233333444,5.431879166666439,5.723595199999447,25.178112,53.28896,-1.0,14.983168,82.386944,181.469184,179.593216,113.06777777777776,4834.884444444444,81.60111111111111,149.65444444444444,-1.0,35.20444444444445,102.00999999999999
2024-03-11 01:41:24,5.988006633333498,23.75657180000038,-1.0,1.3876073000005817,1.686794233333444,5.431879166666439,5.723595199999447,25.178112,53.28896,-1.0,14.983168,82.386944,181.469184,179.593216,113.06777777777776,4834.884444444444,81.60111111111111,149.65444444444444,-1.0,35.20444444444445,102.00999999999999
2024-03-11 01:41:29,5.988006633333498,75.72361979999963,-1.0,1.3876073000005817,1.493161699999727,4.7113343999996005,5.555125200000551,25.178112,53.620736,-1.0,14.983168,82.386944,181.59616,179.699712,164.69444444444446,3885.444444444445,45.78777777777778,149.65444444444444,-1.0,35.20444444444445,36.0
2024-03-11 01:41:34,5.988006633333498,75.72361979999963,-1.0,1.3876073000005817,1.493161699999727,4.7113343999996005,5.555125200000551,25.178112,53.620736,-1.0,14.983168,82.386944,181.59616,179.699712,164.69444444444446,3885.444444444445,45.78777777777778,149.65444444444444,-1.0,35.20444444444445,36.0
2024-03-11 01:41:39,9.255850499994267,75.72361979999963,-1.0,1.599770399999064,1.493161699999727,4.7113343999996005,5.555125200000551,25.161728,53.620736,-1.0,15.208448,82.386944,181.59616,179.699712,164.69444444444446,3885.444444444445,45.78777777777778,54.26777777777777,-1.0,172.48444444444442,36.0
2024-03-11 01:41:44,9.255850499994267,75.72361979999963,-1.0,1.599770399999064,1.493161699999727,4.7113343999996005,5.555125200000551,25.161728,53.620736,-1.0,15.208448,82.386944,181.59616,179.699712,164.69444444444446,3885.444444444445,45.78777777777778,54.26777777777777,-1.0,172.48444444444442,36.0
2024-03-11 01:41:49,9.255850499994267,75.72361979999963,-1.0,1.599770399999064,1.493161699999727,4.7113343999996005,5.555125200000551,25.161728,53.620736,-1.0,15.208448,82.386944,181.59616,179.699712,164.69444444444446,3885.444444444445,45.78777777777778,54.26777777777777,-1.0,172.48444444444442,36.0
2024-03-11 01:41:54,9.255850499994267,75.72361979999963,-1.0,1.599770399999064,1.493161699999727,4.7113343999996005,5.555125200000551,25.161728,53.620736,-1.0,15.208448,82.386944,181.59616,179.699712,164.69444444444446,3885.444444444445,45.78777777777778,54.26777777777777,-1.0,172.48444444444442,36.0
2024-03-11 01:41:59,9.255850499994267,81.16308930000002,-1.0,1.599770399999064,2.204167366666828,2.6213937333333583,5.998813833333354,25.161728,53.428224,-1.0,15.208448,82.386944,181.665792,179.838976,105.40444444444447,1222.667777777778,59.290000000000006,54.26777777777777,-1.0,172.48444444444442,245.44444444444443
2024-03-11 01:42:04,9.255850499994267,81.16308930000002,-1.0,1.599770399999064,2.204167366666828,2.6213937333333583,5.998813833333354,25.161728,53.428224,-1.0,15.208448,82.386944,181.665792,179.838976,105.40444444444447,1222.667777777778,59.290000000000006,54.26777777777777,-1.0,172.48444444444442,245.44444444444443
2024-03-11 01:42:09,6.996583000000101,81.16308930000002,-1.0,2.1360346333343236,2.204167366666828,2.6213937333333583,5.998813833333354,25.178112,53.428224,-1.0,14.708736,82.386944,181.665792,179.838976,105.40444444444447,1222.667777777778,59.290000000000006,225.0,-1.0,26.351111111111116,245.44444444444443
2024-03-11 01:42:14,6.996583000000101,81.16308930000002,-1.0,2.1360346333343236,2.204167366666828,2.6213937333333583,5.998813833333354,25.178112,53.428224,-1.0,14.708736,82.386944,181.665792,179.838976,105.40444444444447,1222.667777777778,59.290000000000006,225.0,-1.0,26.351111111111116,245.44444444444443
2024-03-11 01:42:19,6.996583000000101,81.16308930000002,-1.0,2.1360346333343236,2.204167366666828,2.6213937333333583,5.998813833333354,25.178112,53.428224,-1.0,14.708736,82.386944,181.665792,179.838976,105.40444444444447,1222.667777777778,59.290000000000006,225.0,-1.0,26.351111111111116,245.44444444444443
2024-03-11 01:42:24,6.996583000000101,81.16308930000002,-1.0,2.1360346333343236,2.204167366666828,2.6213937333333583,5.998813833333354,25.178112,53.428224,-1.0,14.708736,82.386944,181.665792,179.838976,105.40444444444447,1222.667777777778,59.290000000000006,225.0,-1.0,26.351111111111116,245.44444444444443
2024-03-11 01:42:29,6.996583000000101,68.14660776666699,-1.0,2.1360346333343236,1.78388870000011,6.564745899999973,2.655255766666187,25.178112,53.420032,-1.0,14.708736,82.386944,181.751808,179.89632,40.11111111111111,4569.759999999999,36.401111111111106,225.0,-1.0,26.351111111111116,167.2711111111111
2024-03-11 01:42:34,6.996583000000101,68.14660776666699,-1.0,2.1360346333343236,1.78388870000011,6.564745899999973,2.655255766666187,25.178112,53.420032,-1.0,14.708736,82.386944,181.751808,179.89632,40.11111111111111,4569.759999999999,36.401111111111106,225.0,-1.0,26.351111111111116,167.2711111111111
2024-03-11 01:42:39,4.466647466673143,68.14660776666699,-1.0,1.9616654333314423,1.78388870000011,6.564745899999973,2.655255766666187,25.161728,53.420032,-1.0,14.286848,82.386944,181.751808,179.89632,40.11111111111111,4569.759999999999,36.401111111111106,251.75111111111113,-1.0,115.92111111111113,167.2711111111111
2024-03-11 01:42:44,4.466647466673143,68.14660776666699,-1.0,1.9616654333314423,1.78388870000011,6.564745899999973,2.655255766666187,25.161728,53.420032,-1.0,14.286848,82.386944,181.751808,179.89632,40.11111111111111,4569.759999999999,36.401111111111106,251.75111111111113,-1.0,115.92111111111113,167.2711111111111
2024-03-11 01:42:49,4.466647466673143,68.14660776666699,-1.0,1.9616654333314423,1.78388870000011,6.564745899999973,2.655255766666187,25.161728,53.420032,-1.0,14.286848,82.386944,181.751808,179.89632,40.11111111111111,4569.759999999999,36.401111111111106,251.75111111111113,-1.0,115.92111111111113,167.2711111111111
2024-03-11 01:42:54,4.466647466673143,68.14660776666699,-1.0,1.9616654333314423,1.78388870000011,6.564745899999973,2.655255766666187,25.161728,53.420032,-1.0,14.286848,82.386944,181.751808,179.89632,40.11111111111111,4569.759999999999,36.401111111111106,251.75111111111113,-1.0,115.92111111111113,167.2711111111111
2024-03-11 01:42:59,4.466647466673143,46.74389776666696,-1.0,1.9616654333314423,1.5566376999998965,4.576349700000529,5.1048048333332945,25.161728,53.424128,-1.0,14.286848,82.386944,181.846016,179.97824,148.02777777777777,4993.777777777778,64.53444444444445,251.75111111111113,-1.0,115.92111111111113,41.38777777777778
2024-03-11 01:43:04,4.466647466673143,46.74389776666696,-1.0,1.9616654333314423,1.5566376999998965,4.576349700000529,5.1048048333332945,25.161728,53.424128,-1.0,14.286848,82.386944,181.846016,179.97824,148.02777777777777,4993.777777777778,64.53444444444445,251.75111111111113,-1.0,115.92111111111113,41.38777777777778
2024-03-11 01:43:09,9.53513073332033,46.74389776666696,-1.0,1.6015258666698173,1.5566376999998965,4.576349700000529,5.1048048333332945,25.161728,53.424128,-1.0,14.389248,82.386944,181.846016,179.97824,148.02777777777777,4993.777777777778,64.53444444444445,296.9877777777778,-1.0,139.24,41.38777777777778
2024-03-11 01:43:14,9.53513073332033,46.74389776666696,-1.0,1.6015258666698173,1.5566376999998965,4.576349700000529,5.1048048333332945,25.161728,53.424128,-1.0,14.389248,82.386944,181.846016,179.97824,148.02777777777777,4993.777777777778,64.53444444444445,296.9877777777778,-1.0,139.24,41.38777777777778
2024-03-11 01:43:19,9.53513073332033,46.74389776666696,-1.0,1.6015258666698173,1.5566376999998965,4.576349700000529,5.1048048333332945,25.161728,53.424128,-1.0,14.389248,82.386944,181.846016,179.97824,148.02777777777777,4993.777777777778,64.53444444444445,296.9877777777778,-1.0,139.24,41.38777777777778
2024-03-11 01:43:24,9.53513073332033,46.74389776666696,-1.0,1.6015258666698173,1.5566376999998965,4.576349700000529,5.1048048333332945,25.161728,53.424128,-1.0,14.389248,82.386944,181.846016,179.97824,148.02777777777777,4993.777777777778,64.53444444444445,296.9877777777778,-1.0,139.24,41.38777777777778
2024-03-11 01:43:29,9.53513073332033,84.21075263333269,-1.0,1.6015258666698173,1.6173131666666525,6.751304333333033,7.016500100000182,25.161728,53.428224,-1.0,14.389248,82.386944,181.968896,180.137984,154.58777777777777,4036.4844444444443,27.040000000000003,296.9877777777778,-1.0,139.24,185.86777777777777
2024-03-11 01:43:34,9.53513073332033,84.21075263333269,-1.0,1.6015258666698173,1.6173131666666525,6.751304333333033,7.016500100000182,25.161728,53.428224,-1.0,14.389248,82.386944,181.968896,180.137984,154.58777777777777,4036.4844444444443,27.040000000000003,296.9877777777778,-1.0,139.24,185.86777777777777
2024-03-11 01:43:39,8.204130966669254,84.21075263333269,-1.0,1.818119133330735,1.6173131666666525,6.751304333333033,7.016500100000182,25.178112,53.428224,-1.0,14.925824,82.386944,181.968896,180.137984,154.58777777777777,4036.4844444444443,27.040000000000003,114.48999999999998,-1.0,85.25444444444443,185.86777777777777
2024-03-11 01:43:44,8.204130966669254,84.21075263333269,-1.0,1.818119133330735,1.6173131666666525,6.751304333333033,7.016500100000182,25.178112,53.428224,-1.0,14.925824,82.386944,181.968896,180.137984,154.58777777777777,4036.4844444444443,27.040000000000003,114.48999999999998,-1.0,85.25444444444443,185.86777777777777
2024-03-11 01:43:49,8.204130966669254,84.21075263333269,-1.0,1.818119133330735,1.6173131666666525,6.751304333333033,7.016500100000182,25.178112,53.428224,-1.0,14.925824,82.386944,181.968896,180.137984,154.58777777777777,4036.4844444444443,27.040000000000003,114.48999999999998,-1.0,85.25444444444443,185.86777777777777
2024-03-11 01:43:54,8.204130966669254,84.21075263333269,-1.0,1.818119133330735,1.6173131666666525,6.751304333333033,7.016500100000182,25.178112,53.428224,-1.0,14.925824,82.386944,181.968896,180.137984,154.58777777777777,4036.4844444444443,27.040000000000003,114.48999999999998,-1.0,85.25444444444443,185.86777777777777
2024-03-11 01:43:59,8.204130966669254,25.824569633333756,-1.0,1.818119133330735,1.9839845333332091,4.815885866666274,5.253829466666579,25.178112,53.444608,-1.0,14.925824,82.386944,182.12864,180.256768,84.02777777777777,2791.3611111111113,9.0,114.48999999999998,-1.0,85.25444444444443,83.41777777777777
2024-03-11 01:44:04,8.204130966669254,25.824569633333756,-1.0,1.818119133330735,1.9839845333332091,4.815885866666274,5.253829466666579,25.178112,53.444608,-1.0,14.925824,82.386944,182.12864,180.256768,84.02777777777777,2791.3611111111113,9.0,114.48999999999998,-1.0,85.25444444444443,83.41777777777777
2024-03-11 01:44:09,7.4156394000056025,25.824569633333756,-1.0,2.102372166666555,1.9839845333332091,4.815885866666274,5.253829466666579,25.161728,53.444608,-1.0,14.483456,82.386944,182.12864,180.256768,84.02777777777777,2791.3611111111113,9.0,169.86777777777777,-1.0,96.04000000000002,83.41777777777777
2024-03-11 01:44:14,7.4156394000056025,25.824569633333756,-1.0,2.102372166666555,1.9839845333332091,4.815885866666274,5.253829466666579,25.161728,53.444608,-1.0,14.483456,82.386944,182.12864,180.256768,84.02777777777777,2791.3611111111113,9.0,169.86777777777777,-1.0,96.04000000000002,83.41777777777777
2024-03-11 01:44:19,7.4156394000056025,25.824569633333756,-1.0,2.102372166666555,1.9839845333332091,4.815885866666274,5.253829466666579,25.161728,53.444608,-1.0,14.483456,82.386944,182.12864,180.256768,84.02777777777777,2791.3611111111113,9.0,169.86777777777777,-1.0,96.04000000000002,83.41777777777777
2024-03-11 01:44:24,7.4156394000056025,25.824569633333756,-1.0,2.102372166666555,1.9839845333332091,4.815885866666274,5.253829466666579,25.161728,53.444608,-1.0,14.483456,82.386944,182.12864,180.256768,84.02777777777777,2791.3611111111113,9.0,169.86777777777777,-1.0,96.04000000000002,83.41777777777777
2024-03-11 01:44:29,7.4156394000056025,91.13462079999977,-1.0,2.102372166666555,0.9733226333333771,3.807984900000368,3.9862883333332397,25.161728,53.321728,-1.0,14.483456,82.386944,182.226944,180.338688,184.95999999999998,3696.64,88.98777777777778,169.86777777777777,-1.0,96.04000000000002,195.0677777777778
2024-03-11 01:44:34,7.4156394000056025,91.13462079999977,-1.0,2.102372166666555,0.9733226333333771,3.807984900000368,3.9862883333332397,25.161728,53.321728,-1.0,14.483456,82.386944,182.226944,180.338688,184.95999999999998,3696.64,88.98777777777778,169.86777777777777,-1.0,96.04000000000002,195.0677777777778
2024-03-11 01:44:39,7.23212013332765,91.13462079999977,-1.0,1.487600033332607,0.9733226333333771,3.807984900000368,3.9862883333332397,25.2928,53.321728,-1.0,14.618624,82.386944,182.226944,180.338688,184.95999999999998,3696.64,88.98777777777778,312.11111111111114,-1.0,106.09000000000002,195.0677777777778
2024-03-11 01:44:44,7.23212013332765,91.13462079999977,-1.0,1.487600033332607,0.9733226333333771,3.807984900000368,3.9862883333332397,25.2928,53.321728,-1.0,14.618624,82.386944,182.226944,180.338688,184.95999999999998,3696.64,88.98777777777778,312.11111111111114,-1.0,106.09000000000002,195.0677777777778
2024-03-11 01:44:49,7.23212013332765,91.13462079999977,-1.0,1.487600033332607,0.9733226333333771,3.807984900000368,3.9862883333332397,25.2928,53.321728,-1.0,14.618624,82.386944,182.226944,180.338688,184.95999999999998,3696.64,88.98777777777778,312.11111111111114,-1.0,106.09000000000002,195.0677777777778
2024-03-11 01:44:54,7.23212013332765,91.13462079999977,-1.0,1.487600033332607,0.9733226333333771,3.807984900000368,3.9862883333332397,25.2928,53.321728,-1.0,14.618624,82.386944,182.226944,180.338688,184.95999999999998,3696.64,88.98777777777778,312.11111111111114,-1.0,106.09000000000002,195.0677777777778
2024-03-11 01:44:59,7.23212013332765,35.57284726666694,-1.0,1.487600033332607,2.760425633333341,4.281595599999832,3.8194350333336993,25.2928,53.559296,-1.0,14.618624,82.386944,182.341632,180.379648,193.21,2756.25,52.321111111111115,312.11111111111114,-1.0,106.09000000000002,144.8011111111111
2024-03-11 01:45:04,7.23212013332765,35.57284726666694,-1.0,1.487600033332607,2.760425633333341,4.281595599999832,3.8194350333336993,25.2928,53.559296,-1.0,14.618624,82.386944,182.341632,180.379648,193.21,2756.25,52.321111111111115,312.11111111111114,-1.0,106.09000000000002,144.8011111111111
