timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-2n2qx_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-2n2qx_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v1-7b76c4f45d-2n2qx_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-06 17:37:51,4.706887899995612,42.10553979999835,1.6422738666657708,-1.0,2.5464551666665614,5.079965633334875,4.920409799998045,24.670208,56.578048,10.088448,-1.0,83.365888,533.557248,494.772224,43.121111111111105,-1.0,3672.360000000002,90.88444444444447,140.8177777777778,43.56000000000003,144.0
2024-03-06 17:37:56,4.706887899995611,42.10553979999834,1.6422738666657704,-1.0,2.381759866666755,3.7796669333336768,4.920409799998045,24.670208,56.578048,10.088448,-1.0,83.06688,533.127168,494.772224,9.404444444444445,-1.0,3672.36,90.88444444444444,140.8177777777778,43.559999999999995,120.26777777777778
2024-03-06 17:38:01,4.706887899995611,42.10553979999834,1.6422738666657704,-1.0,2.381759866666755,3.7796669333336768,4.920409799998045,24.670208,56.578048,10.088448,-1.0,83.06688,533.127168,494.772224,9.404444444444445,-1.0,3672.36,90.88444444444444,140.8177777777778,43.559999999999995,120.26777777777778
2024-03-06 17:38:06,4.706887899995611,42.10553979999834,1.6422738666657704,-1.0,2.381759866666755,3.7796669333336768,4.920409799998045,24.670208,56.578048,10.088448,-1.0,83.06688,533.127168,494.772224,9.404444444444445,-1.0,3672.36,90.88444444444444,140.8177777777778,43.559999999999995,120.26777777777778
2024-03-06 17:38:11,4.706887899995611,42.10553979999834,1.6422738666657704,-1.0,2.381759866666755,3.7796669333336768,4.920409799998045,24.670208,56.578048,10.088448,-1.0,83.06688,533.127168,494.772224,9.404444444444445,-1.0,3672.36,90.88444444444444,140.8177777777778,43.559999999999995,120.26777777777778
2024-03-06 17:38:16,5.6905437999982205,25.309028633334194,1.4431679000002384,-1.0,2.381759866666755,3.7796669333336768,4.920409799998045,24.670208,56.725504,10.440704,-1.0,83.06688,533.127168,494.772224,9.404444444444445,-1.0,1780.8400000000008,73.3877777777778,140.8177777777778,253.87111111111122,120.26777777777778
2024-03-06 17:38:21,5.6905437999982205,25.309028633334194,1.4431679000002384,-1.0,2.381759866666755,3.7796669333336768,6.220637800000381,24.670208,56.725504,10.440704,-1.0,83.06688,533.127168,494.927872,9.404444444444445,-1.0,1780.8400000000008,73.3877777777778,222.01000000000002,253.87111111111122,120.26777777777778
2024-03-06 17:38:26,5.690543799998219,25.309028633334187,1.4431679000002382,-1.0,2.2695140999999808,5.138338666665732,6.220637800000381,24.670208,56.725504,10.440704,-1.0,82.78016,532.926464,494.927872,58.777777777777786,-1.0,1780.8400000000001,73.38777777777777,222.01000000000002,253.8711111111111,102.00999999999999
2024-03-06 17:38:31,5.690543799998219,25.309028633334187,1.4431679000002382,-1.0,2.2695140999999808,5.138338666665732,6.220637800000381,24.670208,56.725504,10.440704,-1.0,82.78016,532.926464,494.927872,58.777777777777786,-1.0,1780.8400000000001,73.38777777777777,222.01000000000002,253.8711111111111,102.00999999999999
2024-03-06 17:38:36,5.690543799998219,25.309028633334187,1.4431679000002382,-1.0,2.2695140999999808,5.138338666665732,6.220637800000381,24.670208,56.725504,10.440704,-1.0,82.78016,532.926464,494.927872,58.777777777777786,-1.0,1780.8400000000001,73.38777777777777,222.01000000000002,253.8711111111111,102.00999999999999
2024-03-06 17:38:41,5.690543799998219,25.309028633334187,1.4431679000002382,-1.0,2.2695140999999808,5.138338666665732,6.220637800000381,24.670208,56.725504,10.440704,-1.0,82.78016,532.926464,494.927872,58.777777777777786,-1.0,1780.8400000000001,73.38777777777777,222.01000000000002,253.8711111111111,102.00999999999999
2024-03-06 17:38:46,7.802663633340977,54.60638229998648,1.1553119666662803,-1.0,2.2695140999999808,5.138338666665732,6.220637800000381,24.670208,56.479744,10.52672,-1.0,82.78016,532.926464,494.927872,58.777777777777786,-1.0,6357.404444444447,106.77777777777783,222.01000000000002,121.73444444444448,102.00999999999999
2024-03-06 17:38:51,7.802663633340977,54.60638229998648,1.1553119666662803,-1.0,2.2695140999999808,5.138338666665732,2.672130233334731,24.670208,56.479744,10.52672,-1.0,82.78016,532.926464,494.997504,58.777777777777786,-1.0,6357.404444444447,106.77777777777783,80.4011111111111,121.73444444444448,102.00999999999999
2024-03-06 17:38:56,7.802663633340975,54.606382299986464,1.15531196666628,-1.0,2.2009005666667747,4.475742366666205,2.672130233334731,24.670208,56.479744,10.52672,-1.0,81.997824,531.914752,494.997504,19.654444444444447,-1.0,6357.404444444444,106.77777777777779,80.4011111111111,121.73444444444443,187.68999999999997
2024-03-06 17:39:01,7.802663633340975,54.606382299986464,1.15531196666628,-1.0,2.2009005666667747,4.475742366666205,2.672130233334731,24.670208,56.479744,10.52672,-1.0,81.997824,531.914752,494.997504,19.654444444444447,-1.0,6357.404444444444,106.77777777777779,80.4011111111111,121.73444444444443,187.68999999999997
2024-03-06 17:39:06,7.802663633340975,54.606382299986464,1.15531196666628,-1.0,2.2009005666667747,4.475742366666205,2.672130233334731,24.670208,56.479744,10.52672,-1.0,81.997824,531.914752,494.997504,19.654444444444447,-1.0,6357.404444444444,106.77777777777779,80.4011111111111,121.73444444444443,187.68999999999997
2024-03-06 17:39:11,7.802663633340975,54.606382299986464,1.15531196666628,-1.0,2.2009005666667747,4.475742366666205,2.672130233334731,24.670208,56.479744,10.52672,-1.0,81.997824,531.914752,494.997504,19.654444444444447,-1.0,6357.404444444444,106.77777777777779,80.4011111111111,121.73444444444443,187.68999999999997
2024-03-06 17:39:16,5.4901753999881,58.20910853334075,1.6106414333345738,-1.0,2.2009005666667747,4.475742366666205,2.672130233334731,24.686592,56.479744,10.072064,-1.0,81.997824,531.914752,494.997504,19.654444444444447,-1.0,2756.2500000000014,84.0277777777778,80.4011111111111,290.1344444444446,187.68999999999997
2024-03-06 17:39:21,5.4901753999881,58.20910853334075,1.6106414333345738,-1.0,2.2009005666667747,4.475742366666205,4.343440833330685,24.686592,56.479744,10.072064,-1.0,81.997824,531.914752,495.16544,19.654444444444447,-1.0,2756.2500000000014,84.0277777777778,117.36111111111113,290.1344444444446,187.68999999999997
2024-03-06 17:39:26,5.490175399988099,58.20910853334074,1.6106414333345733,-1.0,2.6563956333331378,5.084790066666756,4.343440833330685,24.686592,56.479744,10.072064,-1.0,81.997824,532.09088,495.16544,54.26777777777777,-1.0,2756.25,84.02777777777777,117.36111111111113,290.1344444444445,121.73444444444443
2024-03-06 17:39:31,5.490175399988099,58.20910853334074,1.6106414333345733,-1.0,2.6563956333331378,5.084790066666756,4.343440833330685,24.686592,56.479744,10.072064,-1.0,81.997824,532.09088,495.16544,54.26777777777777,-1.0,2756.25,84.02777777777777,117.36111111111113,290.1344444444445,121.73444444444443
2024-03-06 17:39:36,5.490175399988099,58.20910853334074,1.6106414333345733,-1.0,2.6563956333331378,5.084790066666756,4.343440833330685,24.686592,56.479744,10.072064,-1.0,81.997824,532.09088,495.16544,54.26777777777777,-1.0,2756.25,84.02777777777777,117.36111111111113,290.1344444444445,121.73444444444443
2024-03-06 17:39:41,5.490175399988099,58.20910853334074,1.6106414333345733,-1.0,2.6563956333331378,5.084790066666756,4.343440833330685,24.686592,56.479744,10.072064,-1.0,81.997824,532.09088,495.16544,54.26777777777777,-1.0,2756.25,84.02777777777777,117.36111111111113,290.1344444444445,121.73444444444443
2024-03-06 17:39:46,6.413901833335939,43.41920049999621,2.0957995333333206,-1.0,2.6563956333331378,5.084790066666756,4.343440833330685,24.670208,56.594432,10.051584,-1.0,81.997824,532.09088,495.16544,54.26777777777777,-1.0,4497.937777777779,95.38777777777783,117.36111111111113,102.01000000000003,121.73444444444443
2024-03-06 17:39:51,6.413901833335939,43.41920049999621,2.0957995333333206,-1.0,2.6563956333331378,5.084790066666756,4.805743833333054,24.670208,56.594432,10.051584,-1.0,81.997824,532.09088,495.32928,54.26777777777777,-1.0,4497.937777777779,95.38777777777783,132.25,102.01000000000003,121.73444444444443
2024-03-06 17:39:56,6.413901833335937,43.419200499996194,2.09579953333332,-1.0,1.499510333333376,3.8735416666668243,4.805743833333054,24.670208,56.594432,10.051584,-1.0,81.997824,531.98848,495.32928,7.290000000000001,-1.0,4497.937777777777,95.3877777777778,132.25,102.00999999999999,125.43999999999998
2024-03-06 17:40:01,6.413901833335937,43.419200499996194,2.09579953333332,-1.0,1.499510333333376,3.8735416666668243,4.805743833333054,24.670208,56.594432,10.051584,-1.0,81.997824,531.98848,495.32928,7.290000000000001,-1.0,4497.937777777777,95.3877777777778,132.25,102.00999999999999,125.43999999999998
2024-03-06 17:40:06,6.413901833335937,43.419200499996194,2.09579953333332,-1.0,1.499510333333376,3.8735416666668243,4.805743833333054,24.670208,56.594432,10.051584,-1.0,81.997824,531.98848,495.32928,7.290000000000001,-1.0,4497.937777777777,95.3877777777778,132.25,102.00999999999999,125.43999999999998
2024-03-06 17:40:11,6.413901833335937,43.419200499996194,2.09579953333332,-1.0,1.499510333333376,3.8735416666668243,4.805743833333054,24.670208,56.594432,10.051584,-1.0,81.997824,531.98848,495.32928,7.290000000000001,-1.0,4497.937777777777,95.3877777777778,132.25,102.00999999999999,125.43999999999998
2024-03-06 17:40:16,5.383369460924933,22.758516592262282,0.8871207103347069,-1.0,1.499510333333376,3.8735416666668243,4.805743833333054,24.670208,56.479744,9.736192,-1.0,81.997824,531.98848,495.32928,7.290000000000001,-1.0,2938.5111940542224,54.70892642095203,132.25,284.2191113772192,125.43999999999998
2024-03-06 17:40:21,5.383369460924933,22.758516592262282,0.8871207103347069,-1.0,1.499510333333376,3.8735416666668243,3.572212466667679,24.670208,56.479744,9.736192,-1.0,81.997824,531.98848,495.427584,7.290000000000001,-1.0,2938.5111940542224,54.70892642095203,158.76,284.2191113772192,125.43999999999998
2024-03-06 17:40:26,5.383369460924933,22.758516592262282,0.8871207103347069,-1.0,2.668990900000049,4.139967333333061,3.572212466667679,24.670208,56.479744,9.736192,-1.0,81.698816,532.918272,495.427584,62.93777777777778,-1.0,2938.5111940542224,54.70892642095203,158.76,284.2191113772192,91.52111111111111
2024-03-06 17:40:31,5.383369460924933,22.758516592262282,0.8871207103347069,-1.0,2.668990900000049,4.139967333333061,3.572212466667679,24.670208,56.479744,9.736192,-1.0,81.698816,532.918272,495.427584,62.93777777777778,-1.0,2938.5111940542224,54.70892642095203,158.76,284.2191113772192,91.52111111111111
2024-03-06 17:40:36,5.383369460924933,22.758516592262282,0.8871207103347069,-1.0,2.668990900000049,4.139967333333061,3.572212466667679,24.670208,56.479744,9.736192,-1.0,81.698816,532.918272,495.427584,62.93777777777778,-1.0,2938.5111940542224,54.70892642095203,158.76,284.2191113772192,91.52111111111111
2024-03-06 17:40:41,5.383369460924933,22.758516592262282,0.8871207103347069,-1.0,2.668990900000049,4.139967333333061,3.572212466667679,24.670208,56.479744,9.736192,-1.0,81.698816,532.918272,495.427584,62.93777777777778,-1.0,2938.5111940542224,54.70892642095203,158.76,284.2191113772192,91.52111111111111
2024-03-06 17:40:46,6.088025178409649,69.14286597078527,1.8744194624156558,-1.0,2.668990900000049,4.139967333333061,3.572212466667679,24.686592,56.594432,10.56768,-1.0,81.698816,532.918272,495.427584,62.93777777777778,-1.0,3826.9320809659143,127.80926080940536,158.76,163.14000625534806,91.52111111111111
2024-03-06 17:40:51,6.088025178409649,69.14286597078527,1.8744194624156558,-1.0,2.668990900000049,4.139967333333061,4.355615533332487,24.686592,56.594432,10.56768,-1.0,81.698816,532.918272,495.521792,62.93777777777778,-1.0,3826.9320809659143,127.80926080940536,129.96,163.14000625534806,91.52111111111111
2024-03-06 17:40:56,6.088025178409649,69.14286597078527,1.8744194624156558,-1.0,2.701992700000015,4.750512433334583,4.355615533332487,24.686592,56.594432,10.56768,-1.0,81.625088,533.07392,495.521792,30.617777777777775,-1.0,3826.9320809659143,127.80926080940536,129.96,163.14000625534806,94.73777777777777
2024-03-06 17:41:01,6.088025178409649,69.14286597078527,1.8744194624156558,-1.0,2.701992700000015,4.750512433334583,4.355615533332487,24.686592,56.594432,10.56768,-1.0,81.625088,533.07392,495.521792,30.617777777777775,-1.0,3826.9320809659143,127.80926080940536,129.96,163.14000625534806,94.73777777777777
2024-03-06 17:41:06,6.088025178409649,69.14286597078527,1.8744194624156558,-1.0,2.701992700000015,4.750512433334583,4.355615533332487,24.686592,56.594432,10.56768,-1.0,81.625088,533.07392,495.521792,30.617777777777775,-1.0,3826.9320809659143,127.80926080940536,129.96,163.14000625534806,94.73777777777777
2024-03-06 17:41:11,6.088025178409649,69.14286597078527,1.8744194624156558,-1.0,2.701992700000015,4.750512433334583,4.355615533332487,24.686592,56.594432,10.56768,-1.0,81.625088,533.07392,495.521792,30.617777777777775,-1.0,3826.9320809659143,127.80926080940536,129.96,163.14000625534806,94.73777777777777
2024-03-06 17:41:16,3.3878504000009957,41.10075426666906,1.5214926999988168,-1.0,2.701992700000015,4.750512433334583,4.355615533332487,24.670208,56.594432,9.969664,-1.0,81.625088,533.07392,495.521792,30.617777777777775,-1.0,5270.760000000001,91.52111111111114,129.96,43.56000000000003,94.73777777777777
2024-03-06 17:41:21,3.3878504000009957,41.10075426666906,1.5214926999988168,-1.0,2.701992700000015,4.750512433334583,5.308874700002282,24.670208,56.594432,9.969664,-1.0,81.625088,533.07392,495.648768,30.617777777777775,-1.0,5270.760000000001,91.52111111111114,133.01777777777778,43.56000000000003,94.73777777777777
2024-03-06 17:41:26,3.387850400000995,41.10075426666905,1.5214926999988165,-1.0,1.4088195666666081,4.942517166667434,5.308874700002282,24.670208,56.594432,9.969664,-1.0,81.625088,537.00608,495.648768,30.987777777777776,-1.0,5270.759999999999,91.52111111111111,133.01777777777778,43.559999999999995,167.2711111111111
2024-03-06 17:41:31,3.387850400000995,41.10075426666905,1.5214926999988165,-1.0,1.4088195666666081,4.942517166667434,5.308874700002282,24.670208,56.594432,9.969664,-1.0,81.625088,537.00608,495.648768,30.987777777777776,-1.0,5270.759999999999,91.52111111111111,133.01777777777778,43.559999999999995,167.2711111111111
2024-03-06 17:41:36,3.387850400000995,41.10075426666905,1.5214926999988165,-1.0,1.4088195666666081,4.942517166667434,5.308874700002282,24.670208,56.594432,9.969664,-1.0,81.625088,537.00608,495.648768,30.987777777777776,-1.0,5270.759999999999,91.52111111111111,133.01777777777778,43.559999999999995,167.2711111111111
2024-03-06 17:41:41,3.387850400000995,41.10075426666905,1.5214926999988165,-1.0,1.4088195666666081,4.942517166667434,5.308874700002282,24.670208,56.594432,9.969664,-1.0,81.625088,537.00608,495.648768,30.987777777777776,-1.0,5270.759999999999,91.52111111111111,133.01777777777778,43.559999999999995,167.2711111111111
2024-03-06 17:41:46,8.508810266675939,47.587461800003446,1.641830466667216,-1.0,1.4088195666666081,4.942517166667434,5.308874700002282,24.670208,56.479744,10.522624,-1.0,81.625088,537.00608,495.648768,30.987777777777776,-1.0,4560.751111111113,114.49000000000002,133.01777777777778,339.78777777777793,167.2711111111111
2024-03-06 17:41:51,8.508810266675939,47.587461800003446,1.641830466667216,-1.0,1.4088195666666081,4.942517166667434,4.49708459999935,24.670208,56.479744,10.522624,-1.0,81.625088,537.00608,495.767552,30.987777777777776,-1.0,4560.751111111113,114.49000000000002,127.69000000000001,339.78777777777793,167.2711111111111
2024-03-06 17:41:56,8.508810266675937,47.58746180000344,1.6418304666672157,-1.0,2.6494839666668213,5.678891699998681,4.49708459999935,24.670208,56.479744,10.522624,-1.0,81.625088,537.178112,495.767552,25.67111111111111,-1.0,4560.751111111111,114.48999999999998,127.69000000000001,339.78777777777776,110.9511111111111
2024-03-06 17:42:01,8.508810266675937,47.58746180000344,1.6418304666672157,-1.0,2.6494839666668213,5.678891699998681,4.49708459999935,24.670208,56.479744,10.522624,-1.0,81.625088,537.178112,495.767552,25.67111111111111,-1.0,4560.751111111111,114.48999999999998,127.69000000000001,339.78777777777776,110.9511111111111
2024-03-06 17:42:06,8.508810266675937,47.58746180000344,1.6418304666672157,-1.0,2.6494839666668213,5.678891699998681,4.49708459999935,24.670208,56.479744,10.522624,-1.0,81.625088,537.178112,495.767552,25.67111111111111,-1.0,4560.751111111111,114.48999999999998,127.69000000000001,339.78777777777776,110.9511111111111
2024-03-06 17:42:11,8.508810266675937,47.58746180000344,1.6418304666672157,-1.0,2.6494839666668213,5.678891699998681,4.49708459999935,24.670208,56.479744,10.522624,-1.0,81.625088,537.178112,495.767552,25.67111111111111,-1.0,4560.751111111111,114.48999999999998,127.69000000000001,339.78777777777776,110.9511111111111
2024-03-06 17:42:16,5.441284566662338,32.70264169999185,1.5658435666675061,-1.0,2.6494839666668213,5.678891699998681,4.49708459999935,24.686592,56.70912,9.879552,-1.0,81.625088,537.178112,495.767552,25.67111111111111,-1.0,1019.7377777777782,21.77777777777779,127.69000000000001,139.24000000000007,110.9511111111111
2024-03-06 17:42:21,5.441284566662338,32.70264169999185,1.5658435666675061,-1.0,2.6494839666668213,5.678891699998681,5.001977599999918,24.686592,56.70912,9.879552,-1.0,81.625088,537.178112,495.837184,25.67111111111111,-1.0,1019.7377777777782,21.77777777777779,233.07111111111112,139.24000000000007,110.9511111111111
2024-03-06 17:42:26,5.441284566662337,32.702641699991844,1.5658435666675057,-1.0,2.612865533333301,2.6849556333331748,5.001977599999918,24.686592,56.70912,9.879552,-1.0,81.625088,537.178112,495.837184,37.61777777777778,-1.0,1019.7377777777778,21.777777777777782,233.07111111111112,139.24,78.61777777777779
2024-03-06 17:42:31,5.441284566662337,32.702641699991844,1.5658435666675057,-1.0,2.612865533333301,2.6849556333331748,5.001977599999918,24.686592,56.70912,9.879552,-1.0,81.625088,537.178112,495.837184,37.61777777777778,-1.0,1019.7377777777778,21.777777777777782,233.07111111111112,139.24,78.61777777777779
2024-03-06 17:42:36,5.441284566662337,32.702641699991844,1.5658435666675057,-1.0,2.612865533333301,2.6849556333331748,5.001977599999918,24.686592,56.70912,9.879552,-1.0,81.625088,537.178112,495.837184,37.61777777777778,-1.0,1019.7377777777778,21.777777777777782,233.07111111111112,139.24,78.61777777777779
2024-03-06 17:42:41,5.441284566662337,32.702641699991844,1.5658435666675057,-1.0,2.612865533333301,2.6849556333331748,5.001977599999918,24.686592,56.70912,9.879552,-1.0,81.625088,537.178112,495.837184,37.61777777777778,-1.0,1019.7377777777778,21.777777777777782,233.07111111111112,139.24,78.61777777777779
2024-03-06 17:42:46,5.1456523333248105,46.72131590000391,0.9456630000007259,-1.0,2.612865533333301,2.6849556333331748,5.001977599999918,24.670208,56.594432,9.760768,-1.0,81.625088,537.178112,495.837184,37.61777777777778,-1.0,4696.817777777779,122.47111111111114,233.07111111111112,175.12111111111122,78.61777777777779
2024-03-06 17:42:51,5.1456523333248105,46.72131590000391,0.9456630000007259,-1.0,2.612865533333301,2.6849556333331748,2.341495300000436,24.670208,56.594432,9.760768,-1.0,81.625088,537.178112,495.976448,37.61777777777778,-1.0,4696.817777777779,122.47111111111114,148.02777777777777,175.12111111111122,78.61777777777779
2024-03-06 17:42:56,5.14565233332481,46.7213159000039,0.9456630000007257,-1.0,2.038847200000049,5.593535500001205,2.341495300000436,24.670208,56.594432,9.760768,-1.0,81.625088,537.178112,495.976448,28.09,-1.0,4696.817777777777,122.4711111111111,148.02777777777777,175.12111111111108,108.16000000000001
2024-03-06 17:43:01,5.14565233332481,46.7213159000039,0.9456630000007257,-1.0,2.038847200000049,5.593535500001205,2.341495300000436,24.670208,56.594432,9.760768,-1.0,81.625088,537.178112,495.976448,28.09,-1.0,4696.817777777777,122.4711111111111,148.02777777777777,175.12111111111108,108.16000000000001
2024-03-06 17:43:06,5.14565233332481,46.7213159000039,0.9456630000007257,-1.0,2.038847200000049,5.593535500001205,2.341495300000436,24.670208,56.594432,9.760768,-1.0,81.625088,537.178112,495.976448,28.09,-1.0,4696.817777777777,122.4711111111111,148.02777777777777,175.12111111111108,108.16000000000001
2024-03-06 17:43:11,5.14565233332481,46.7213159000039,0.9456630000007257,-1.0,2.038847200000049,5.593535500001205,2.341495300000436,24.670208,56.594432,9.760768,-1.0,81.625088,537.178112,495.976448,28.09,-1.0,4696.817777777777,122.4711111111111,148.02777777777777,175.12111111111108,108.16000000000001
2024-03-06 17:43:16,5.603632133337063,53.96638170000189,1.8479067666665596,-1.0,2.038847200000049,5.593535500001205,2.341495300000436,24.670208,56.479744,10.481664,-1.0,81.625088,537.178112,495.976448,28.09,-1.0,4797.871111111113,76.27111111111115,148.02777777777777,155.41777777777781,108.16000000000001
2024-03-06 17:43:21,5.603632133337063,53.96638170000189,1.8479067666665596,-1.0,2.038847200000049,5.593535500001205,6.032424629226546,24.670208,56.479744,10.481664,-1.0,81.625088,537.178112,496.099328,28.09,-1.0,4797.871111111113,76.27111111111115,55.23603089981031,155.41777777777781,108.16000000000001
2024-03-06 17:43:26,5.6036321333370624,53.966381700001875,1.8479067666665592,-1.0,2.1953551999999377,3.9194898333335004,6.032424629226546,24.670208,56.479744,10.481664,-1.0,81.731584,537.165824,496.099328,19.95111111111111,-1.0,4797.871111111111,76.2711111111111,55.23603089981031,155.4177777777778,86.49000000000001
2024-03-06 17:43:31,5.6036321333370624,53.966381700001875,1.8479067666665592,-1.0,2.1953551999999377,3.9194898333335004,6.032424629226546,24.670208,56.479744,10.481664,-1.0,81.731584,537.165824,496.099328,19.95111111111111,-1.0,4797.871111111111,76.2711111111111,55.23603089981031,155.4177777777778,86.49000000000001
2024-03-06 17:43:36,5.6036321333370624,53.966381700001875,1.8479067666665592,-1.0,2.1953551999999377,3.9194898333335004,6.032424629226546,24.670208,56.479744,10.481664,-1.0,81.731584,537.165824,496.099328,19.95111111111111,-1.0,4797.871111111111,76.2711111111111,55.23603089981031,155.4177777777778,86.49000000000001
2024-03-06 17:43:41,5.6036321333370624,53.966381700001875,1.8479067666665592,-1.0,2.1953551999999377,3.9194898333335004,6.032424629226546,24.670208,56.479744,10.481664,-1.0,81.731584,537.165824,496.099328,19.95111111111111,-1.0,4797.871111111111,76.2711111111111,55.23603089981031,155.4177777777778,86.49000000000001
2024-03-06 17:43:46,2.6069136333414162,32.36880453332561,1.3391590000007152,-1.0,2.1953551999999377,3.9194898333335004,6.032424629226546,24.670208,56.537088,9.826304,-1.0,81.731584,537.165824,496.099328,19.95111111111111,-1.0,3572.054444444446,79.21000000000004,55.23603089981031,96.69444444444449,86.49000000000001
2024-03-06 17:43:51,2.6069136333414162,32.36880453332561,1.3391590000007152,-1.0,2.1953551999999377,3.9194898333335004,3.381609968328239,24.670208,56.537088,9.826304,-1.0,81.731584,537.165824,496.201728,19.95111111111111,-1.0,3572.054444444446,79.21000000000004,154.63931992221512,96.69444444444449,86.49000000000001
2024-03-06 17:43:56,2.606913633341416,32.3688045333256,1.339159000000715,-1.0,1.9012700333332098,4.875101400000403,3.381609968328239,24.670208,56.537088,9.826304,-1.0,81.727488,537.341952,496.201728,96.04000000000002,-1.0,3572.0544444444445,79.21000000000001,154.63931992221512,96.69444444444446,127.69000000000001
