,timestamp,redis-cart-74594bd569-lssn4&cpu_usage,redis-cart-74594bd569-lssn4&cpu_limit,redis-cart-74594bd569-lssn4&mem_usage,redis-cart-74594bd569-lssn4&mem_usage_rate,redis-cart-74594bd569-lssn4&fs_usage,redis-cart-74594bd569-lssn4&net_receive,redis-cart-74594bd569-lssn4&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
11,1658540501,0.078564498,0.125,184.015625,4.156437966,0.0,16.34755805,11.77375659,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,0.065679578,0.125,184.0273438,3.012595497,0.0,16.34755805,11.77375659,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,0.056511854,0.125,184.0273438,3.423606733,0.0,16.50586694,12.20232176,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,0.055826945,0.125,184.0273438,3.275942072,0.0,16.22808146,12.113987,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,0.058946838,0.125,184.0351563,2.969991239,0.0,16.22808146,12.113987,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.059647596,0.125,184.09375,1.060135952,0.0,16.22808146,12.113987,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.059825426,0.125,184.1054688,0.847171266,0.0,16.93520112,12.81553822,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.059882682,0.125,184.1054688,0.002235616,0.0,16.93520112,12.81553822,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.056184709,0.125,184.1054688,0.002445028,0.0,16.96839881,12.87108529,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.061889413,0.125,185.0273438,0.023106631,0.0,16.80216553,12.73301564,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.059432643,0.125,185.0234375,1.03771089,0.0,16.80216553,12.73301564,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.061339332,0.125,185.0234375,1.16271651,0.0,17.21672143,11.9612621,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.063315524,0.125,185.0234375,1.486709654,0.0,17.80588001,11.97383966,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.062269992,0.125,185.0234375,1.203116515,0.0,15.35302112,10.32437672,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.057146787,0.125,185.0273438,0.909125957,0.0,18.42377471,13.4301977,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.065043773,0.125,184.90625,2.645404354,0.0,18.64221786,13.48281659,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.065032401,0.125,184.90625,2.877844659,0.0,18.64221786,13.48281659,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,0.065011463,0.125,184.9101563,3.856140893,0.0,18.52886437,13.39899276,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,0.065352816,0.125,184.9726563,3.057847713,0.0,18.97222042,13.50758795,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,0.065362682,0.125,185.0664063,1.886771051,0.0,18.97222042,13.50758795,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.065226217,0.125,185.09375,1.886955607,0.0,18.95511882,14.53932098,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.054185897,0.125,185.09375,0.005449077,0.0,18.95511882,14.53932098,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.053445263,0.125,185.09375,0.005785199,0.0,18.95511882,14.53932098,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.064652307,0.125,185.1210938,0.004846251,0.0,18.55102218,13.61367346,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.061288028,0.125,185.1210938,0.005369249,0.0,18.55102218,13.61367346,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.064335537,0.125,185.125,0.00524802,0.0,18.55102218,13.61367346,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.06516622,0.125,184.7617188,1.737814315,0.0,18.68204734,13.61902547,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.06513675,0.125,184.7617188,2.686245741,0.0,18.68204734,13.61902547,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.060888806,0.125,184.7617188,2.686041055,0.0,18.68204734,13.61902547,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.058847862,0.125,184.765625,2.685938238,0.0,15.1587268,11.11931999,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.065250994,0.125,184.84375,2.676775937,0.0,18.66342872,13.16759577,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.065564801,0.125,184.84375,3.512581322,0.0,18.66342872,13.16759577,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.065667338,0.125,184.921875,3.18320454,0.0,18.57598424,13.28694746,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.065667338,0.125,184.921875,3.18320454,0.0,18.57598424,13.28694746,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.065300512,0.125,184.9804688,2.769936392,0.0,18.57598424,13.28694746,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.064642037,0.125,184.9804688,1.083788846,0.0,18.70880069,13.43074846,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.064364201,0.125,184.8515625,2.938855955,0.0,18.70880069,13.43074846,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.057279083,0.125,184.8554688,1.868074288,0.0,18.70880069,13.43074846,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.053690484,0.125,184.8828125,1.812004751,0.0,16.17052329,11.91750277,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.063463602,0.125,184.8828125,2.187373121,0.0,19.22690724,14.17002505,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.063463602,0.125,184.8828125,2.187373121,0.0,19.22690724,14.17002505,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.058152219,0.125,185.015625,2.189640604,0.0,18.7392208,13.74695069,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.06234944,0.125,185.015625,1.918732052,0.0,18.8351823,13.45954087,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.06234944,0.125,185.015625,1.918732052,0.0,18.8351823,13.45954087,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.056970471,0.125,185.015625,0.004889237,0.0,15.4674847,11.02629498,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.061882694,0.125,184.8242188,3.865819795,0.0,18.07500113,12.66469631,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.061355958,0.125,184.8242188,4.667297146,0.0,18.07500113,12.66469631,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.060839311,0.125,184.8359375,4.248364387,0.0,17.22143895,12.04938034,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.059615643,0.125,184.71875,4.86765261,0.0,16.69759313,11.74657526,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.052977221,0.125,184.71875,5.238444273,0.0,16.69759313,11.74657526,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.044969316,0.125,184.7226563,5.773963653,0.0,16.37420778,11.3702414,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.05872371,0.125,187.296875,5.305898079,0.0,16.52175925,11.65304269,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.067811477,0.125,187.3398438,4.796946316,0.0,16.52175925,11.65304269,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.068331772,0.125,187.3515625,4.194571809,0.0,16.22230067,11.69574752,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.079228515,0.125,184.8320313,1.880309392,0.0,16.22230067,11.69574752,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.076700401,0.125,184.9726563,1.882680582,0.0,16.67066498,11.6983045,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.077182783,0.125,184.9648438,2.743302081,0.0,16.67066498,11.6983045,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.081351707,0.125,184.9648438,2.182700098,0.0,17.17329069,11.97306059,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.07388778,0.125,184.96875,1.936990377,0.0,17.17329069,11.97306059,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.073518833,0.125,185.1015625,1.70159392,0.0,13.94249383,9.720578681,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.071913936,0.125,185.1015625,2.324069913,0.0,17.72775993,12.8548954,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.075587298,0.125,184.9804688,3.857021543,0.0,17.72775993,12.8548954,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.062896951,0.125,184.859375,4.755392558,0.0,17.41133405,13.07405767,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.060794469,0.125,185.0195313,4.27357021,0.0,14.21402333,11.31047914,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.060528843,0.125,185.0195313,5.330015778,0.0,17.40501533,13.84963695,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.058003595,0.125,185.1914063,2.852745205,0.0,17.40501533,13.84963695,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.059245537,0.125,185.3164063,2.880251045,0.0,17.16055226,13.16229376,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.051383641,0.125,185.2070313,1.804251099,0.0,11.58675392,8.893315835,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.054908921,0.125,185.09375,4.135543668,0.0,12.95610379,9.944348848,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.060479549,0.125,184.96875,5.494435601,0.0,16.23761831,12.45565851,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.056048226,0.125,184.96875,6.710354139,0.0,16.23761831,12.45565851,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.053731094,0.125,185.0625,4.687996236,0.0,16.23761831,12.45565851,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.057415472,0.125,185.4101563,3.899155447,0.0,16.00314738,11.77444989,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.05759813,0.125,185.4101563,4.868132877,0.0,16.00314738,11.77444989,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.056360788,0.125,185.1796875,6.879228092,0.0,12.9876754,9.799283589,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.051233033,0.125,185.1796875,5.996623726,0.0,15.73557886,11.85065286,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.056483366,0.125,185.1835938,5.500938187,0.0,15.73557886,11.85065286,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.054884961,0.125,185.1914063,3.684874574,0.0,15.73557886,11.85065286,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.053957963,0.125,185.1914063,3.072516386,0.0,15.613698,11.66020697,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.055921483,0.125,185.1914063,2.884450687,0.0,15.613698,11.66020697,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.05719693,0.125,185.3164063,3.108057921,0.0,15.53392889,11.80847066,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.051147054,0.125,185.3164063,3.405717118,0.0,15.59370661,11.94408963,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.055594674,0.125,185.3164063,3.166211839,0.0,15.62518351,11.0935709,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.049885525,0.125,185.3164063,2.680319045,0.0,15.62518351,11.0935709,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.056480252,0.125,185.96875,0.016750723,0.0,15.48268255,10.74840378,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.056480252,0.125,185.96875,0.016750723,0.0,13.09886553,9.093507878,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.056158063,0.125,186.4882813,0.033274494,0.0,11.80864198,8.197807563,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.055884932,0.125,186.5,0.027075437,0.0,10.36103284,6.836535096,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.049154349,0.125,186.4960938,1.09447532,0.0,15.21625375,11.15257829,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.050494083,0.125,186.4960938,1.224024055,0.0,15.21625375,11.15257829,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.053508912,0.125,186.3007813,4.230822772,0.0,14.81315818,10.94589162,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.053121757,0.125,186.3476563,4.473559948,0.0,14.81315818,10.94589162,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.048734927,0.125,186.4726563,4.486461655,0.0,14.57089078,11.82953805,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.05252848,0.125,186.4726563,4.814079163,0.0,14.49834702,11.75339047,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.052003392,0.125,186.4765625,4.867257003,0.0,9.566568141,7.86747515,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.046919061,0.125,186.4765625,4.428165776,0.0,10.73510385,8.828470307,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.044157936,0.125,186.484375,3.800374912,0.0,14.3511798,11.39484099,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.051692291,0.125,186.3671875,4.668026917,0.0,14.3511798,11.39484099,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.05178271,0.125,186.3671875,3.803786879,0.0,14.43058964,11.76746426,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.051929374,0.125,186.4921875,2.058374212,0.0,14.43058964,11.76746426,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.04854396,0.125,186.4921875,2.05731669,0.0,14.65634068,11.84573261,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.046993482,0.125,186.4960938,2.057328488,0.0,12.50194003,10.10447573,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.043281836,0.125,186.6523438,1.766266031,0.0,14.76884524,11.32196629,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.050976447,0.125,186.9257813,1.772675225,0.0,14.76884524,11.32196629,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.044976509,0.125,186.9257813,0.014145231,0.0,14.76884524,11.32196629,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.048321088,0.125,186.921875,0.936732856,0.0,14.80616966,11.80129329,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.05435864,0.125,186.9296875,1.228652007,0.0,14.80616966,11.80129329,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.05435864,0.125,186.9296875,1.228652007,0.0,14.80616966,11.80129329,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.055933604,0.125,186.9375,0.862521417,0.0,14.52819309,11.08256037,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.050995892,0.125,186.9375,1.183600294,0.0,14.52819309,11.08256037,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.052034116,0.125,186.9453125,1.325748061,0.0,82.73944016,42.37181179,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.054148429,0.125,186.9453125,1.466578216,0.0,81.6611695,47.04621916,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.056823067,0.125,186.9453125,2.068832475,0.0,81.6611695,47.04621916,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.056338219,0.125,186.9453125,2.068734407,0.0,80.73208233,47.08447985,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.073706061,0.125,186.4140625,4.237418667,0.0,78.57265428,46.08677116,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.073683445,0.125,186.4140625,3.522849011,0.0,78.57265428,46.08677116,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.073371596,0.125,185.7695313,3.924549504,0.0,76.63887226,45.44637874,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.065952402,0.125,185.9023438,4.220724227,0.0,74.82970484,43.21669752,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.068499406,0.125,185.9023438,5.083322003,0.0,77.78372945,46.23077597,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.068422392,0.125,186.0273438,4.539877121,0.0,67.43569654,42.17539209,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.068088377,0.125,186.0273438,3.291641812,0.0,78.77567358,49.26759995,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.06913484,0.125,185.90625,4.254143326,8.6e-05,64.77964342,40.51425284,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.055146074,0.125,185.7851563,4.23147792,8.6e-05,80.7485037,47.48044885,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.057197015,0.125,185.78125,5.020636862,8.6e-05,80.7485037,47.48044885,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.045663455,0.125,185.78125,4.767820271,0.000114947,80.7485037,47.48044885,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.044519195,0.125,185.78125,4.026714774,8.62e-05,82.36568921,47.93512585,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.042331321,0.125,185.78125,5.516259876,0.000152384,82.36568921,47.93512585,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.051461154,0.125,185.7890625,3.941264759,8.45e-05,82.36568921,47.93512585,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.048556546,0.125,185.7890625,4.339185619,8.45e-05,78.07368286,43.32012567,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.050772764,0.125,185.7890625,3.587802787,0.0,78.07368286,43.32012567,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.050504674,0.125,185.921875,2.7407915,0.0,75.47120613,43.27149777,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.049903542,0.125,186.0,0.878184817,0.0,62.59676175,35.88992114,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.049690145,0.125,186.0,0.005167443,0.0,73.75366665,40.36724594,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.049502271,0.125,186.2578125,0.013550395,0.0,73.75366665,40.36724594,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.046758673,0.125,188.5273438,0.059679418,0.0,73.08978833,38.69007866,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.052161074,0.125,188.40625,1.142629374,0.0,74.71332713,41.06273649,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.052161074,0.125,188.40625,1.142629374,0.0,74.71332713,41.06273649,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.045343079,0.125,188.40625,1.130666578,0.0,72.59772222,42.41050387,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.050259989,0.125,188.640625,1.131932963,0.0,72.59772222,42.41050387,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.048267493,0.125,188.6523438,1.077452727,0.0,72.59772222,42.41050387,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.048855397,0.125,188.6523438,1.193611252,0.0,46.97226563,30.39750977,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.050157691,0.125,188.6601563,1.508221747,0.0,74.9845205,45.5899569,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.048860477,0.125,188.65625,1.9726054,0.0,74.9845205,45.5899569,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.047237603,0.125,188.6601563,1.951752521,0.0,74.9845205,45.5899569,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.04717747,0.125,188.53125,3.777539484,0.0,72.04985659,43.30973998,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.047065413,0.125,188.5351563,2.676103055,0.0,72.04985659,43.30973998,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.044334606,0.125,188.5351563,2.942821095,0.0,72.04985659,43.30973998,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.047282102,0.125,188.5351563,3.44660528,0.0,69.61997613,41.54096511,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.047003063,0.125,188.109375,4.718621545,0.0,69.61997613,41.54096511,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.041098249,0.125,187.6640625,6.048597081,0.0,76.79704483,43.85399354,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.046042956,0.125,187.6835938,6.878993378,0.0,76.79704483,43.85399354,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.046935863,0.125,187.6953125,4.825633773,0.0,76.79704483,43.85399354,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.047405816,0.125,187.6953125,5.229838575,0.0,78.23919294,45.07544837,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.045439071,0.125,187.7109375,3.312998175,0.0,81.32576803,46.66214714,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.043280161,0.125,187.7109375,3.088000195,0.0,81.32576803,46.66214714,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.049030406,0.125,187.7148438,3.106079176,0.0,81.67168291,46.98260571,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.049622101,0.125,187.7109375,4.167107932,0.0,89.2727489,49.05733647,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.048804514,0.125,187.5976563,5.145889845,0.0,89.2727489,49.05733647,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.045609864,0.125,187.5976563,2.547209119,0.0,72.02971745,39.58191193,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.052453337,0.125,187.7382813,2.794085108,0.0,60.05648783,35.15333755,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.052421052,0.125,187.7421875,2.282246729,0.0,84.28041136,50.77577212,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.048679464,0.125,187.6289063,4.000251631,0.0,84.77135504,51.40097752,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.052089275,0.125,187.6289063,4.555380985,0.0,84.77135504,51.40097752,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.052168965,0.125,187.625,6.197537029,0.0,84.49045977,49.95604065,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.047370915,0.125,187.625,5.644390272,0.0,85.15047389,50.6991725,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.050331345,0.125,187.7539063,3.319234001,0.0,85.15047389,50.6991725,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.052251748,0.125,187.8789063,3.322008761,0.0,84.1626103,48.68552615,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.054449881,0.125,186.8867188,6.285211793,0.0,66.10388241,36.0533498,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.054832456,0.125,186.8867188,7.21245103,0.0,82.7932835,45.15582297,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.05496675,0.125,186.8867188,7.214580965,0.0,84.0819519,45.36615916,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.054366184,0.125,187.0234375,5.351049406,0.0,84.0819519,45.36615916,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.054776494,0.125,186.9179688,4.934174411,0.0,84.0819519,45.36615916,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.0556336,0.125,186.921875,3.991425668,0.0,84.37523896,45.78136783,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.051178699,0.125,186.921875,4.592121258,0.0,84.37523896,45.78136783,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.065920827,0.125,186.9921875,4.475283114,0.0,84.37523896,45.78136783,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.069994696,0.125,187.0625,2.876821075,0.0,86.6210046,47.59953445,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.073050737,0.125,187.0625,2.876821075,0.0,86.6210046,47.59953445,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.071489764,0.125,187.0703125,0.738760712,0.0,86.6210046,47.59953445,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.069167098,0.125,186.9492188,1.655204016,0.0,70.72060033,39.69688175,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.073697606,0.125,186.9492188,2.212694283,0.0,86.37876157,46.11541086,0.7363333333333334,0.1535579994911968,0.2245096480111309
