timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-fzl6h_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-fzl6h_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-hm9g2_network,productpage-v1-7fb564989f-fzl6h_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 16:45:51,7.191723866662869,-1.0,43.741158899986964,1.500534766666798,2.119422499999738,6.383789666667401,3.1771353666660693,18.395136,-1.0,53.915648,13.205504,87.764992,231.309312,219.017216,3102.4900000000002,-1.0,147.21777777777777,126.18777777777775,50.88444444444445,19.360000000000003,228.01
2024-03-05 16:45:56,7.191723866662869,-1.0,43.741158899986964,1.500534766666798,2.119422499999738,6.383789666667401,3.1771353666660693,18.395136,-1.0,53.915648,13.205504,87.764992,231.309312,219.017216,3102.4900000000002,-1.0,147.21777777777777,126.18777777777775,50.88444444444445,19.360000000000003,228.01
2024-03-05 16:46:01,7.191723866662869,-1.0,43.741158899986964,1.8787774999997473,2.3121912333332753,2.496602399999877,3.1771353666660693,18.395136,-1.0,53.915648,12.63616,87.764992,231.309312,219.017216,3102.4900000000002,-1.0,147.21777777777777,126.18777777777775,11.111111111111112,96.04000000000002,35.60111111111111
2024-03-05 16:46:06,5.536591733334716,-1.0,22.190812366670794,1.8787774999997473,2.3121912333332753,2.496602399999877,3.1771353666660693,18.395136,-1.0,53.997568,12.63616,87.764992,231.309312,219.017216,3548.1877777777763,-1.0,147.21777777777777,221.01777777777775,11.111111111111112,96.04000000000002,35.60111111111111
2024-03-05 16:46:11,5.536591733334717,-1.0,22.190812366670798,1.8787774999997473,2.3121912333332753,2.496602399999877,5.173390466667152,18.395136,-1.0,53.997568,12.63616,87.764992,231.309312,219.144192,3548.187777777778,-1.0,45.78777777777778,221.01777777777778,11.111111111111112,96.04000000000002,35.60111111111111
2024-03-05 16:46:16,5.536591733334717,-1.0,22.190812366670798,1.8787774999997473,2.3121912333332753,2.496602399999877,5.173390466667152,18.395136,-1.0,53.997568,12.63616,87.764992,231.309312,219.144192,3548.187777777778,-1.0,45.78777777777778,221.01777777777778,11.111111111111112,96.04000000000002,35.60111111111111
2024-03-05 16:46:21,5.536591733334717,-1.0,22.190812366670798,1.8787774999997473,2.3121912333332753,2.496602399999877,5.173390466667152,18.395136,-1.0,53.997568,12.63616,87.764992,231.309312,219.144192,3548.187777777778,-1.0,45.78777777777778,221.01777777777778,11.111111111111112,96.04000000000002,35.60111111111111
2024-03-05 16:46:26,5.536591733334717,-1.0,22.190812366670798,1.8787774999997473,2.3121912333332753,2.496602399999877,5.173390466667152,18.395136,-1.0,53.997568,12.63616,87.764992,231.309312,219.144192,3548.187777777778,-1.0,45.78777777777778,221.01777777777778,11.111111111111112,96.04000000000002,35.60111111111111
2024-03-05 16:46:31,5.536591733334717,-1.0,22.190812366670798,1.741792266666664,1.3135164000000068,5.241860133332921,5.173390466667152,18.395136,-1.0,53.997568,13.021184,87.764992,231.309312,219.144192,3548.187777777778,-1.0,45.78777777777778,221.01777777777778,56.75111111111111,50.41,125.43999999999998
2024-03-05 16:46:36,6.011524433339824,-1.0,66.87398003333934,1.741792266666664,1.3135164000000068,5.241860133332921,5.173390466667152,18.41152,-1.0,53.784576,13.021184,87.764992,231.309312,219.144192,3260.4099999999994,-1.0,45.78777777777778,79.80444444444441,56.75111111111111,50.41,125.43999999999998
2024-03-05 16:46:41,6.011524433339825,-1.0,66.87398003333935,1.741792266666664,1.3135164000000068,5.241860133332921,3.2306641666669598,18.41152,-1.0,53.784576,13.021184,87.764992,231.309312,219.353088,3260.4100000000003,-1.0,176.89000000000001,79.80444444444444,56.75111111111111,50.41,125.43999999999998
2024-03-05 16:46:46,6.011524433339825,-1.0,66.87398003333935,1.741792266666664,1.3135164000000068,5.241860133332921,3.2306641666669598,18.41152,-1.0,53.784576,13.021184,87.764992,231.309312,219.353088,3260.4100000000003,-1.0,176.89000000000001,79.80444444444444,56.75111111111111,50.41,125.43999999999998
2024-03-05 16:46:51,6.011524433339825,-1.0,66.87398003333935,1.741792266666664,1.3135164000000068,5.241860133332921,3.2306641666669598,18.41152,-1.0,53.784576,13.021184,87.764992,231.309312,219.353088,3260.4100000000003,-1.0,176.89000000000001,79.80444444444444,56.75111111111111,50.41,125.43999999999998
2024-03-05 16:46:56,6.011524433339825,-1.0,66.87398003333935,1.741792266666664,1.3135164000000068,5.241860133332921,3.2306641666669598,18.41152,-1.0,53.784576,13.021184,87.764992,231.309312,219.353088,3260.4100000000003,-1.0,176.89000000000001,79.80444444444444,56.75111111111111,50.41,125.43999999999998
2024-03-05 16:47:01,6.011524433339825,-1.0,66.87398003333935,2.1861994333335133,2.2705642000000616,4.859606800000431,3.2306641666669598,18.41152,-1.0,53.784576,12.775424,87.764992,231.309312,219.353088,3260.4100000000003,-1.0,176.89000000000001,79.80444444444444,40.53444444444444,61.36111111111111,127.69000000000001
2024-03-05 16:47:06,5.5552537666547614,-1.0,29.009624733331897,2.1861994333335133,2.2705642000000616,4.859606800000431,3.2306641666669598,18.395136,-1.0,53.784576,12.775424,87.764992,231.309312,219.353088,4457.787777777778,-1.0,176.89000000000001,231.03999999999994,40.53444444444444,61.36111111111111,127.69000000000001
2024-03-05 16:47:11,5.555253766654762,-1.0,29.0096247333319,2.1861994333335133,2.2705642000000616,4.859606800000431,4.057194566666074,18.395136,-1.0,53.784576,12.775424,87.764992,231.309312,219.480064,4457.787777777778,-1.0,106.09000000000002,231.04,40.53444444444444,61.36111111111111,127.69000000000001
2024-03-05 16:47:16,5.555253766654762,-1.0,29.0096247333319,2.1861994333335133,2.2705642000000616,4.859606800000431,4.057194566666074,18.395136,-1.0,53.784576,12.775424,87.764992,231.309312,219.480064,4457.787777777778,-1.0,106.09000000000002,231.04,40.53444444444444,61.36111111111111,127.69000000000001
2024-03-05 16:47:21,5.555253766654762,-1.0,29.0096247333319,2.1861994333335133,2.2705642000000616,4.859606800000431,4.057194566666074,18.395136,-1.0,53.784576,12.775424,87.764992,231.309312,219.480064,4457.787777777778,-1.0,106.09000000000002,231.04,40.53444444444444,61.36111111111111,127.69000000000001
2024-03-05 16:47:26,5.555253766654762,-1.0,29.0096247333319,2.1861994333335133,2.2705642000000616,4.859606800000431,4.057194566666074,18.395136,-1.0,53.784576,12.775424,87.764992,231.309312,219.480064,4457.787777777778,-1.0,106.09000000000002,231.04,40.53444444444444,61.36111111111111,127.69000000000001
2024-03-05 16:47:31,5.555253766654762,-1.0,29.0096247333319,1.4193831000000046,2.4285059000002702,5.550319766666689,4.057194566666074,18.395136,-1.0,53.784576,12.996608,87.764992,231.309312,219.480064,4457.787777777778,-1.0,106.09000000000002,231.04,53.29,75.1111111111111,104.7211111111111
2024-03-05 16:47:36,3.0647705000016376,-1.0,49.31765439999556,1.4193831000000046,2.4285059000002702,5.550319766666689,4.057194566666074,18.378752,-1.0,53.63712,12.996608,87.764992,231.309312,219.480064,3612.0099999999993,-1.0,106.09000000000002,220.02777777777774,53.29,75.1111111111111,104.7211111111111
2024-03-05 16:47:41,3.064770500001638,-1.0,49.31765439999557,1.4193831000000046,2.4285059000002702,5.550319766666689,4.345492400000239,18.378752,-1.0,53.63712,12.996608,87.764992,231.309312,219.619328,3612.01,-1.0,160.44444444444443,220.0277777777778,53.29,75.1111111111111,104.7211111111111
2024-03-05 16:47:46,3.064770500001638,-1.0,49.31765439999557,1.4193831000000046,2.4285059000002702,5.550319766666689,4.345492400000239,18.378752,-1.0,53.63712,12.996608,87.764992,231.309312,219.619328,3612.01,-1.0,160.44444444444443,220.0277777777778,53.29,75.1111111111111,104.7211111111111
2024-03-05 16:47:51,3.064770500001638,-1.0,49.31765439999557,1.4193831000000046,2.4285059000002702,5.550319766666689,4.345492400000239,18.378752,-1.0,53.63712,12.996608,87.764992,231.309312,219.619328,3612.01,-1.0,160.44444444444443,220.0277777777778,53.29,75.1111111111111,104.7211111111111
2024-03-05 16:47:56,3.064770500001638,-1.0,49.31765439999557,1.4193831000000046,2.4285059000002702,5.550319766666689,4.345492400000239,18.378752,-1.0,53.63712,12.996608,87.764992,231.309312,219.619328,3612.01,-1.0,160.44444444444443,220.0277777777778,53.29,75.1111111111111,104.7211111111111
2024-03-05 16:48:01,3.064770500001638,-1.0,49.31765439999557,1.8798092333331815,1.5812934333330495,5.700096533332536,4.345492400000239,18.378752,-1.0,53.63712,13.410304,87.764992,231.309312,219.619328,3612.01,-1.0,160.44444444444443,220.0277777777778,41.81777777777778,39.27111111111111,171.60999999999999
2024-03-05 16:48:06,6.479954133343805,-1.0,42.300730000003256,1.8798092333331815,1.5812934333330495,5.700096533332536,4.345492400000239,18.395136,-1.0,53.735424,13.410304,87.764992,231.309312,219.619328,3839.867777777777,-1.0,160.44444444444443,106.08999999999997,41.81777777777778,39.27111111111111,171.60999999999999
2024-03-05 16:48:11,6.4799541333438055,-1.0,42.30073000000326,1.8798092333331815,1.5812934333330495,5.700096533332536,4.694347200000001,18.395136,-1.0,53.735424,13.410304,87.764992,231.309312,219.734016,3839.867777777778,-1.0,137.6711111111111,106.09000000000002,41.81777777777778,39.27111111111111,171.60999999999999
2024-03-05 16:48:16,6.4799541333438055,-1.0,42.30073000000326,1.8798092333331815,1.5812934333330495,5.700096533332536,4.694347200000001,18.395136,-1.0,53.735424,13.410304,87.764992,231.309312,219.734016,3839.867777777778,-1.0,137.6711111111111,106.09000000000002,41.81777777777778,39.27111111111111,171.60999999999999
2024-03-05 16:48:21,6.4799541333438055,-1.0,42.30073000000326,1.8798092333331815,1.5812934333330495,5.700096533332536,4.694347200000001,18.395136,-1.0,53.735424,13.410304,87.764992,231.309312,219.734016,3839.867777777778,-1.0,137.6711111111111,106.09000000000002,41.81777777777778,39.27111111111111,171.60999999999999
2024-03-05 16:48:26,6.4799541333438055,-1.0,42.30073000000326,1.8798092333331815,1.5812934333330495,5.700096533332536,4.694347200000001,18.395136,-1.0,53.735424,13.410304,87.764992,231.309312,219.734016,3839.867777777778,-1.0,137.6711111111111,106.09000000000002,41.81777777777778,39.27111111111111,171.60999999999999
2024-03-05 16:48:31,6.4799541333438055,-1.0,42.30073000000326,1.7989546333334752,2.2383531000002677,4.860332833333322,4.694347200000001,18.395136,-1.0,53.735424,12.812288,87.764992,231.309312,219.734016,3839.867777777778,-1.0,137.6711111111111,106.09000000000002,42.25,73.38777777777777,25.67111111111111
2024-03-05 16:48:36,7.1047560333227,-1.0,41.52964003333181,1.7989546333334752,2.2383531000002677,4.860332833333322,4.694347200000001,18.395136,-1.0,53.522432,12.812288,87.764992,231.309312,219.734016,2384.694444444444,-1.0,137.6711111111111,128.44444444444443,42.25,73.38777777777777,25.67111111111111
2024-03-05 16:48:41,7.104756033322701,-1.0,41.529640033331816,1.7989546333334752,2.2383531000002677,4.860332833333322,3.5020631999998386,18.395136,-1.0,53.522432,12.812288,87.764992,231.309312,219.824128,2384.694444444445,-1.0,135.33444444444444,128.44444444444446,42.25,73.38777777777777,25.67111111111111
2024-03-05 16:48:46,7.104756033322701,-1.0,41.529640033331816,1.7989546333334752,2.2383531000002677,4.860332833333322,3.5020631999998386,18.395136,-1.0,53.522432,12.812288,87.764992,231.309312,219.824128,2384.694444444445,-1.0,135.33444444444444,128.44444444444446,42.25,73.38777777777777,25.67111111111111
2024-03-05 16:48:51,7.104756033322701,-1.0,41.529640033331816,1.7989546333334752,2.2383531000002677,4.860332833333322,3.5020631999998386,18.395136,-1.0,53.522432,12.812288,87.764992,231.309312,219.824128,2384.694444444445,-1.0,135.33444444444444,128.44444444444446,42.25,73.38777777777777,25.67111111111111
2024-03-05 16:48:56,7.104756033322701,-1.0,41.529640033331816,1.7989546333334752,2.2383531000002677,4.860332833333322,3.5020631999998386,18.395136,-1.0,53.522432,12.812288,87.764992,231.309312,219.824128,2384.694444444445,-1.0,135.33444444444444,128.44444444444446,42.25,73.38777777777777,25.67111111111111
2024-03-05 16:49:01,7.104756033322701,-1.0,41.529640033331816,1.641450400000129,3.1079580666665643,5.082192500000815,3.5020631999998386,18.395136,-1.0,53.522432,13.078528,87.744512,231.223296,219.824128,2384.694444444445,-1.0,135.33444444444444,128.44444444444446,77.44000000000001,46.69444444444444,207.36
2024-03-05 16:49:06,3.3393461666795092,-1.0,52.81131743333086,1.641450400000129,3.1079580666665643,5.082192500000815,3.5020631999998386,18.395136,-1.0,53.63712,13.078528,87.744512,231.223296,219.824128,3985.817777777777,-1.0,135.33444444444444,182.24999999999994,77.44000000000001,46.69444444444444,207.36
2024-03-05 16:49:11,3.3393461666795097,-1.0,52.81131743333087,1.641450400000129,3.1079580666665643,5.082192500000815,5.650596400000532,18.395136,-1.0,53.63712,13.078528,87.744512,231.223296,219.971584,3985.817777777778,-1.0,35.60111111111111,182.25,77.44000000000001,46.69444444444444,207.36
2024-03-05 16:49:16,3.3393461666795097,-1.0,52.81131743333087,1.641450400000129,3.1079580666665643,5.082192500000815,5.650596400000532,18.395136,-1.0,53.63712,13.078528,87.744512,231.223296,219.971584,3985.817777777778,-1.0,35.60111111111111,182.25,77.44000000000001,46.69444444444444,207.36
2024-03-05 16:49:21,3.3393461666795097,-1.0,52.81131743333087,1.641450400000129,3.1079580666665643,5.082192500000815,5.650596400000532,18.395136,-1.0,53.63712,13.078528,87.744512,231.223296,219.971584,3985.817777777778,-1.0,35.60111111111111,182.25,77.44000000000001,46.69444444444444,207.36
2024-03-05 16:49:26,3.3393461666795097,-1.0,52.81131743333087,1.641450400000129,3.1079580666665643,5.082192500000815,5.650596400000532,18.395136,-1.0,53.63712,13.078528,87.744512,231.223296,219.971584,3985.817777777778,-1.0,35.60111111111111,182.25,77.44000000000001,46.69444444444444,207.36
2024-03-05 16:49:31,3.3393461666795097,-1.0,52.81131743333087,1.8265719666667715,1.3121807333334345,4.654630699999984,5.650596400000532,18.395136,-1.0,53.63712,14.401536,87.744512,231.223296,219.971584,3985.817777777778,-1.0,35.60111111111111,182.25,40.96000000000001,102.68444444444444,88.36000000000001
2024-03-05 16:49:36,7.392287499988014,-1.0,43.14456043333241,1.8265719666667715,1.3121807333334345,4.654630699999984,5.650596400000532,18.395136,-1.0,53.604352,14.401536,87.744512,231.223296,219.971584,2374.9377777777772,-1.0,35.60111111111111,250.6944444444444,40.96000000000001,102.68444444444444,88.36000000000001
2024-03-05 16:49:41,7.392287499988015,-1.0,43.144560433332416,1.8265719666667715,1.3121807333334345,4.654630699999984,3.8388440666665247,18.395136,-1.0,53.604352,14.401536,87.744512,231.223296,220.0576,2374.9377777777777,-1.0,175.12111111111108,250.69444444444446,40.96000000000001,102.68444444444444,88.36000000000001
2024-03-05 16:49:46,7.392287499988015,-1.0,43.144560433332416,1.8265719666667715,1.3121807333334345,4.654630699999984,3.8388440666665247,18.395136,-1.0,53.604352,14.401536,87.744512,231.223296,220.0576,2374.9377777777777,-1.0,175.12111111111108,250.69444444444446,40.96000000000001,102.68444444444444,88.36000000000001
2024-03-05 16:49:51,7.392287499988015,-1.0,43.144560433332416,1.8265719666667715,1.3121807333334345,4.654630699999984,3.8388440666665247,18.395136,-1.0,53.604352,14.401536,87.744512,231.223296,220.0576,2374.9377777777777,-1.0,175.12111111111108,250.69444444444446,40.96000000000001,102.68444444444444,88.36000000000001
2024-03-05 16:49:56,7.392287499988015,-1.0,43.144560433332416,1.8265719666667715,1.3121807333334345,4.654630699999984,3.8388440666665247,18.395136,-1.0,53.604352,14.401536,87.744512,231.223296,220.0576,2374.9377777777777,-1.0,175.12111111111108,250.69444444444446,40.96000000000001,102.68444444444444,88.36000000000001
2024-03-05 16:50:01,7.392287499988015,-1.0,43.144560433332416,1.767848399999631,2.689354966666239,4.291052466666656,3.8388440666665247,18.395136,-1.0,53.604352,13.651968,87.724032,230.899712,220.0576,2374.9377777777777,-1.0,175.12111111111108,250.69444444444446,35.60111111111111,62.410000000000004,102.00999999999999
2024-03-05 16:50:06,6.972339433332308,-1.0,40.28118316667435,1.767848399999631,2.689354966666239,4.291052466666656,3.8388440666665247,18.415616,-1.0,53.63712,13.651968,87.724032,230.899712,220.0576,3680.4444444444434,-1.0,175.12111111111108,143.20111111111106,35.60111111111111,62.410000000000004,102.00999999999999
2024-03-05 16:50:11,6.9723394333323085,-1.0,40.28118316667436,1.767848399999631,2.689354966666239,4.291052466666656,4.352839833332686,18.415616,-1.0,53.63712,13.651968,87.724032,230.899712,220.123136,3680.4444444444443,-1.0,133.78777777777776,143.20111111111112,35.60111111111111,62.410000000000004,102.00999999999999
2024-03-05 16:50:16,6.9723394333323085,-1.0,40.28118316667436,1.767848399999631,2.689354966666239,4.291052466666656,4.352839833332686,18.415616,-1.0,53.63712,13.651968,87.724032,230.899712,220.123136,3680.4444444444443,-1.0,133.78777777777776,143.20111111111112,35.60111111111111,62.410000000000004,102.00999999999999
2024-03-05 16:50:21,6.9723394333323085,-1.0,40.28118316667436,1.767848399999631,2.689354966666239,4.291052466666656,4.352839833332686,18.415616,-1.0,53.63712,13.651968,87.724032,230.899712,220.123136,3680.4444444444443,-1.0,133.78777777777776,143.20111111111112,35.60111111111111,62.410000000000004,102.00999999999999
2024-03-05 16:50:26,6.9723394333323085,-1.0,40.28118316667436,1.767848399999631,2.689354966666239,4.291052466666656,4.352839833332686,18.415616,-1.0,53.63712,13.651968,87.724032,230.899712,220.123136,3680.4444444444443,-1.0,133.78777777777776,143.20111111111112,35.60111111111111,62.410000000000004,102.00999999999999
2024-03-05 16:50:31,6.9723394333323085,-1.0,40.28118316667436,1.850914533333518,2.1285732666669333,5.21483746666623,4.352839833332686,18.415616,-1.0,53.63712,14.073856,87.724032,230.576128,220.123136,3680.4444444444443,-1.0,133.78777777777776,143.20111111111112,47.151111111111106,49.0,74.53444444444443
2024-03-05 16:50:36,2.9550566000125396,-1.0,43.15111053333566,1.850914533333518,2.1285732666669333,5.21483746666623,4.352839833332686,18.399232,-1.0,53.522432,14.073856,87.724032,230.576128,220.123136,2310.4044444444435,-1.0,133.78777777777776,180.4544444444444,47.151111111111106,49.0,74.53444444444443
2024-03-05 16:50:41,2.95505660001254,-1.0,43.15111053333567,1.850914533333518,2.1285732666669333,5.21483746666623,3.353105066667202,18.399232,-1.0,53.522432,14.073856,87.724032,230.576128,220.237824,2310.404444444445,-1.0,142.40444444444444,180.45444444444445,47.151111111111106,49.0,74.53444444444443
2024-03-05 16:50:46,2.95505660001254,-1.0,43.15111053333567,1.850914533333518,2.1285732666669333,5.21483746666623,3.353105066667202,18.399232,-1.0,53.522432,14.073856,87.724032,230.576128,220.237824,2310.404444444445,-1.0,142.40444444444444,180.45444444444445,47.151111111111106,49.0,74.53444444444443
2024-03-05 16:50:51,2.95505660001254,-1.0,43.15111053333567,1.850914533333518,2.1285732666669333,5.21483746666623,3.353105066667202,18.399232,-1.0,53.522432,14.073856,87.724032,230.576128,220.237824,2310.404444444445,-1.0,142.40444444444444,180.45444444444445,47.151111111111106,49.0,74.53444444444443
2024-03-05 16:50:56,2.95505660001254,-1.0,43.15111053333567,1.850914533333518,2.1285732666669333,5.21483746666623,3.353105066667202,18.399232,-1.0,53.522432,14.073856,87.724032,230.576128,220.237824,2310.404444444445,-1.0,142.40444444444444,180.45444444444445,47.151111111111106,49.0,74.53444444444443
2024-03-05 16:51:01,2.95505660001254,-1.0,43.15111053333567,1.3611840666664912,1.9432901333331642,4.307486099999854,3.353105066667202,18.399232,-1.0,53.522432,14.041088,87.728128,230.576128,220.237824,2310.404444444445,-1.0,142.40444444444444,180.45444444444445,45.78777777777778,89.61777777777777,111.65444444444444
2024-03-05 16:51:06,7.9903539999880495,-1.0,58.23331056665968,1.3611840666664912,1.9432901333331642,4.307486099999854,3.353105066667202,18.415616,-1.0,53.751808,14.041088,87.728128,230.576128,220.237824,4774.809999999998,-1.0,142.40444444444444,148.83999999999995,45.78777777777778,89.61777777777777,111.65444444444444
2024-03-05 16:51:11,7.9903539999880495,-1.0,58.23331056665969,1.3611840666664912,1.9432901333331642,4.307486099999854,4.754648866666381,18.415616,-1.0,53.751808,14.041088,87.728128,230.576128,220.332032,4774.8099999999995,-1.0,171.60999999999999,148.83999999999997,45.78777777777778,89.61777777777777,111.65444444444444
2024-03-05 16:51:16,7.9903539999880495,-1.0,58.23331056665969,1.3611840666664912,1.9432901333331642,4.307486099999854,4.754648866666381,18.415616,-1.0,53.751808,14.041088,87.728128,230.576128,220.332032,4774.8099999999995,-1.0,171.60999999999999,148.83999999999997,45.78777777777778,89.61777777777777,111.65444444444444
2024-03-05 16:51:21,7.9903539999880495,-1.0,58.23331056665969,1.3611840666664912,1.9432901333331642,4.307486099999854,4.754648866666381,18.415616,-1.0,53.751808,14.041088,87.728128,230.576128,220.332032,4774.8099999999995,-1.0,171.60999999999999,148.83999999999997,45.78777777777778,89.61777777777777,111.65444444444444
2024-03-05 16:51:26,7.9903539999880495,-1.0,58.23331056665969,1.3611840666664912,1.9432901333331642,4.307486099999854,4.754648866666381,18.415616,-1.0,53.751808,14.041088,87.728128,230.576128,220.332032,4774.8099999999995,-1.0,171.60999999999999,148.83999999999997,45.78777777777778,89.61777777777777,111.65444444444444
2024-03-05 16:51:31,7.9903539999880495,-1.0,58.23331056665969,1.9468021333333734,2.803515700000029,5.489172566667358,4.754648866666381,18.415616,-1.0,53.751808,13.53728,87.728128,230.649856,220.332032,4774.8099999999995,-1.0,171.60999999999999,148.83999999999997,14.187777777777777,131.48444444444445,148.02777777777777
2024-03-05 16:51:36,6.181262033336073,-1.0,767.0987787333311,1.9468021333333734,2.803515700000029,5.489172566667358,4.754648866666381,18.415616,-1.0,56.79104,13.53728,87.728128,230.649856,220.332032,5241.759999999998,-1.0,171.60999999999999,143.20111111111106,14.187777777777777,131.48444444444445,148.02777777777777
2024-03-05 16:51:41,6.181262033336074,-1.0,767.0987787333312,1.9468021333333734,2.803515700000029,5.489172566667358,4.2968975666667575,18.415616,-1.0,56.79104,13.53728,87.728128,230.649856,220.512256,5241.760000000001,-1.0,58.777777777777786,143.20111111111112,14.187777777777777,131.48444444444445,148.02777777777777
2024-03-05 16:51:46,6.181262033336074,-1.0,767.0987787333312,1.9468021333333734,2.803515700000029,5.489172566667358,4.2968975666667575,18.415616,-1.0,56.79104,13.53728,87.728128,230.649856,220.512256,5241.760000000001,-1.0,58.777777777777786,143.20111111111112,14.187777777777777,131.48444444444445,148.02777777777777
2024-03-05 16:51:51,6.181262033336074,-1.0,767.0987787333312,1.9468021333333734,2.803515700000029,5.489172566667358,4.2968975666667575,18.415616,-1.0,56.79104,13.53728,87.728128,230.649856,220.512256,5241.760000000001,-1.0,58.777777777777786,143.20111111111112,14.187777777777777,131.48444444444445,148.02777777777777
2024-03-05 16:51:56,6.181262033336074,-1.0,767.0987787333312,1.9468021333333734,2.803515700000029,5.489172566667358,4.2968975666667575,18.415616,-1.0,56.79104,13.53728,87.728128,230.649856,220.512256,5241.760000000001,-1.0,58.777777777777786,143.20111111111112,14.187777777777777,131.48444444444445,148.02777777777777
